Hour,Load_Profile
0,1597.7133
1,1597.3833
2,1597.2
3,1596.7233
4,1596.2833
5,1595.8434
6,1596.1366
7,1596.4299
8,1596.3933
9,1596.5033
10,1597.0167
11,1597.2366
12,1598.6666
13,1596.7966
14,1598.5934
15,1810.05
16,1606.0734
17,2328.1868
18,2448.27
19,2447.8298
20,2448.5266
21,2450.5432
22,2448.0867
23,2453.2932
0,2451.46
1,2389.6401
2,2449.26
3,2448.38
4,2445.8867
5,2444.6033
6,2448.7466
7,2448.5632
8,2447.5735
9,2430.7432
10,2450.3235
11,1676.4733
12,1596.98
13,1596.9434
14,1596.4299
15,1596.0632
16,1596.7966
17,1602.2966
18,1610.3267
19,1596.32
20,1595.9166
21,1595.99
22,1594.9633
23,1595.11
0,1594.8534
1,1594.7434
2,1594.8534
3,1594.56
4,1594.4135
5,1594.0834
6,1593.4601
7,1593.0934
8,1592.8367
9,1593.0934
10,1593.68
11,1593.8267
12,1594.8534
13,1594.0834
14,1594.34
15,1593.9
16,1593.6433
17,1594.1934
18,1594.1934
19,1593.7167
20,1594.0834
21,1593.5333
22,1594.01
23,1594.0468
0,1593.5701
1,1593.4601
2,1592.7633
3,1592.5066
4,1592.2133
5,1592.0299
6,1591.3334
7,1591.59
8,1591.7733
9,1591.9199
10,1593.24
11,1593.2034
12,1593.5333
13,1593.35
14,1593.02
15,1595.1467
16,1592.9833
17,1593.0566
18,1592.7267
19,1592.3234
20,1592.25
21,1592.2867
22,1592.7634
23,1593.24
0,1592.5433
1,1592.8733
2,1593.0566
3,1592.5433
4,1592.8733
5,1592.8733
6,1592.36
7,1593.0934
8,1593.0934
9,1593.2034
10,1593.1301
11,1592.6534
12,1592.8
13,1592.69
14,1592.5066
15,1592.14
16,1592.4701
17,1592.3966
18,1592.6167
19,1594.1566
20,1594.8167
21,1594.8167
22,1636.1034
23,1763.9233
0,2149.8035
1,1617.2566
2,1594.3767
3,1593.7167
4,1593.6433
5,1593.3867
6,1593.7534
7,1593.7899
8,1593.9
9,1594.0468
10,1594.1566
11,1594.89
12,1594.8534
13,1595.3667
14,1738.7333
15,2076.8367
16,2475.807
17,1897.0966
18,1784.9333
19,1677.0233
20,1712.3334
21,1612.0867
22,1599.95
23,1597.6766
0,1597.8234
1,1597.8966
2,1597.3833
3,1597.3833
4,1597.1267
5,1597.3466
6,1596.98
7,1597.1267
8,1597.75
9,1599.3267
10,1600.7566
11,1601.0867
12,1601.4166
13,1601.82
14,1601.38
15,1601.8567
16,1602.0033
17,1601.7833
18,1601.0865
19,1601.6733
20,1601.38
21,1600.5734
22,1600.94
23,1601.1967
0,1601.27
1,1601.27
2,1600.9767
3,1600.94
4,1600.7933
5,1600.8667
6,1600.7201
7,1600.61
8,1600.17
9,1601.27
10,1600.7566
11,1600.5
12,1599.6566
13,1599.95
14,1600.2067
15,1599.4368
16,1599.2534
17,1599.2899
18,1598.7401
19,1598.5934
20,1598.3
21,1598.0066
22,1598.5934
23,1598.1167
0,1806.5667
1,2324.0435
2,2369.3267
3,2366.54
4,2365.1467
5,2322.2834
6,2365.1833
7,2364.2666
8,2365.66
9,2229.6265
10,1596.7966
11,1596.5399
12,1595.88
13,1595.5867
14,1595.55
15,1694.6233
16,2388.2102
17,2097.9934
18,1596.5033
19,1594.8534
20,1595.6967
21,1595.55
22,1595.44
23,1595.4767
0,1595.44
1,1595.0734
2,1595.3667
3,1594.89
4,1595.0367
5,1594.3767
6,1594.0834
7,1593.8267
8,1594.34
9,1594.2667
10,1594.4133
11,1594.9633
12,1595.2566
13,1595.0
14,1595.0734
15,1595.5133
16,1595.4034
17,1595.7333
18,1596.65
19,1596.65
20,1597.1633
21,1596.98
22,1596.7966
23,1597.64
0,1597.6766
1,1597.7867
2,1597.1267
3,1596.98
4,1597.31
5,1597.6034
6,1597.3833
7,1597.6766
8,1598.3
9,1598.8134
10,1598.19
11,1598.19
12,1598.1167
13,1597.3833
14,1598.4468
15,1598.19
16,1598.9601
17,1598.7034
18,1598.7767
19,1599.1433
20,1598.5566
21,1599.3267
22,1597.9701
23,1598.5934
0,1598.7034
1,1598.2634
2,1598.4468
3,1597.7867
4,1598.0433
5,1598.7034
6,1598.2633
7,1597.8234
8,1597.75
9,1598.0066
10,1597.8966
11,1598.4468
12,1597.9701
13,1597.8234
14,1597.5667
15,1597.3466
16,1597.2366
17,1596.65
18,1596.32
19,1596.6133
20,1597.64
21,1598.3367
22,1597.9333
23,1597.5299
0,1597.9701
1,1598.1534
2,1598.3367
3,1598.2267
4,1598.2633
5,1597.3466
6,1597.2
7,1597.2
8,1597.1267
9,1597.5299
10,1597.6034
11,1596.7966
12,1597.4567
13,1597.4934
14,1597.7867
15,1597.1633
16,1597.31
17,1596.9434
