,total_power
1478,79563.32340000001
1479,80534.3202
1480,78850.5765
1481,79531.42949999998
1482,80601.8301
1483,79438.6797
1484,80370.8468
1485,80057.66679999999
1486,80343.65730000002
1487,80165.48290000003
1488,79555.38020000003
1489,78577.57949999999
1490,77047.0663
1491,77965.15330000002
1492,78369.68580000002
1493,76837.2462
1494,78308.3403
1495,77453.88710000002
1496,78299.8864
1497,76249.80610000002
1498,75062.1265
1499,71942.55309999999
1500,70870.8124
1501,71201.71979999999
1502,72601.09470000002
1503,72690.1465
1504,73106.1931
1505,73690.5036
1506,73821.72320000002
1507,73555.51290000002
1508,73502.3723
1509,73777.62060000001
1510,74828.22069999999
1511,76461.78379999999
1512,75697.49729999999
1513,76133.78330000001
1514,76010.9765
1515,76815.1411
1516,76498.91649999998
1517,76123.86020000001
1518,76109.88080000001
1519,76123.9866
1520,75379.534
1521,74563.02970000001
1522,72137.1168
1523,70218.52330000002
1524,70823.44
1525,70985.5703
1526,69185.48270000001
1527,69026.78000000001
1528,68335.2003
1529,68952.5107
1530,68902.78029999998
1531,68574.64010000002
1532,68542.25310000003
1533,68631.01299999999
1534,69141.36690000001
1535,71059.2794
1536,69830.9762
1537,68729.4633
1538,68678.63299999999
1539,68284.0159
1540,68123.3338
1541,67855.74729999999
1542,68139.13269999999
1543,68517.4144
1544,68185.86250000002
1545,68044.76049999999
1546,67336.79000000001
1547,67410.44380000001
1548,68502.0005
1549,68897.77070000001
1550,68944.65650000001
1551,69376.0301
1552,69549.9676
1553,69883.6596
1554,69587.1639
1555,69385.04670000002
1556,69896.24329999999
1557,70417.3396
1558,70301.28
1559,72369.19629999998
1560,71525.52620000001
1561,70039.04979999998
1562,69159.25980000001
1563,69030.9534
1564,68875.1843
1565,68464.7069
1566,67832.74650000001
1567,68075.6528
1568,69032.6432
1569,67965.19320000001
1570,68063.0469
1571,69408.96089999999
1572,71003.2532
1573,70316.8801
1574,70884.43340000001
1575,71661.02339999999
1576,75256.94949999997
1577,73795.5889
1578,74099.29030000001
1579,72706.3866
1580,73098.34379999999
1581,73076.884
1582,72058.60300000002
1583,72571.04609999999
1584,72111.05659999998
1585,72107.74699999999
1586,71263.56019999999
1587,70754.94699999999
1588,70608.30649999999
1589,69166.3958
1590,68578.8044
1591,69150.9032
1592,68474.5031
1593,67722.3508
1594,72585.10980000002
1595,73264.6801
1596,74018.71960000001
1597,74197.0563
1598,72629.2529
1599,72770.59280000001
1600,72513.5866
1601,71732.2839
1602,71258.5034
1603,71770.2498
1604,70905.01550000001
1605,70469.4429
1606,70833.86309999999
1607,71731.4167
1608,70910.8836
1609,71278.0169
1610,71071.09600000002
1611,70384.393
1612,70185.4298
1613,70676.69679999999
1614,70192.6864
1615,70312.28369999999
1616,69740.67699999998
1617,69364.2837
1618,69229.3762
1619,69107.8898
1620,69146.71
1621,68551.41719999998
1622,69027.48770000001
1623,68588.1368
1624,68614.1232
1625,68837.19339999999
1626,68695.02670000002
1627,68921.4327
1628,68947.6035
1629,68966.0364
1630,68467.90969999999
1631,69348.9266
1632,67198.1636
1633,67148.5066
1634,67217.2465
1635,67181.85320000001
1636,67223.16579999999
1637,67575.83300000001
1638,67609.8131
1639,67655.74740000001
1640,67476.87640000001
1641,67283.30429999999
1642,67262.8697
1643,67477.9835
1644,68843.6605
1645,68854.65080000002
1646,68620.08369999999
1647,70028.9161
1648,69783.53349999999
1649,69995.38309999999
1650,70476.2202
1651,70893.7337
1652,71279.09049999999
1653,71086.83570000001
1654,73286.4233
1655,73331.807
1656,73246.2195
1657,72347.54790000002
1658,73783.18349999998
1659,72608.7036
1660,71076.54
1661,70504.51
1662,70518.28680000002
1663,69756.85609999999
1664,69924.67090000001
1665,70340.6438
1666,71208.05609999999
1667,70608.9858
1668,69174.68659999999
1669,69354.2333
1670,69416.22760000001
1671,68957.6996
1672,71505.4734
1673,70524.3365
1674,70018.8405
1675,67816.7038
1676,68034.56659999999
1677,68115.00300000001
1678,68224.5164
1679,68969.6467
1680,66706.68310000001
1681,66578.9643
1682,67482.3099
1683,67919.18280000001
1684,68001.2336
1685,67550.24040000001
1686,67375.8795
1687,66747.33039999999
1688,66748.86030000001
1689,66587.149
1690,66373.3367
1691,66066.4265
1692,66471.3631
1693,67358.61379999999
1694,73924.7962
1695,74988.77960000001
1696,75675.0962
1697,75940.0036
1698,74077.72919999999
1699,73935.74620000001
1700,74431.87379999999
1701,69068.55640000002
1702,68089.83989999999
1703,67239.1264
1704,65919.89039999999
1705,67698.50630000001
1706,68703.89730000001
1707,68417.9596
1708,68783.4064
1709,67752.75090000001
1710,68459.85669999999
1711,68759.19269999999
1712,68847.07329999999
1713,68383.63429999999
1714,67833.7332
1715,69434.48029999998
1716,68678.07340000001
1717,69277.41689999998
1718,71255.60940000002
1719,72370.3404
1720,73979.00590000002
1721,74572.00709999999
1722,73903.5995
1723,73105.7234
1724,74331.07590000001
1725,74106.07880000002
1726,75213.47760000003
1727,78646.56640000001
1728,77360.4762
1729,78292.167
1730,79041.5868
1731,79924.2162
1732,79285.58309999999
1733,79110.43239999998
1734,77147.21699999999
1735,75231.88669999997
1736,75117.66010000001
1737,75198.5732
1738,74093.43
1739,73928.16350000001
1740,74454.35630000001
1741,75087.13960000001
1742,75591.69940000001
1743,76883.41959999998
1744,77637.9738
1745,79623.79409999998
1746,80923.54359999999
1747,80365.57579999996
1748,79019.4605
1749,77959.15940000002
1750,78597.29639999998
1751,80148.61700000001
1752,78681.06370000001
1753,78221.76670000001
1754,77694.38049999998
1755,77562.62669999998
1756,77082.50330000001
1757,76942.66349999998
1758,77282.88289999997
1759,77419.01690000002
1760,77396.1629
1761,76848.5731
1762,77881.4274
1763,77545.9535
1764,77817.4238
1765,78634.5672
1766,76002.55009999998
1767,76408.88010000001
1768,72861.663
1769,74032.3826
1770,74840.17709999999
1771,75202.873
1772,75238.5395
1773,73071.1266
1774,74624.79430000001
1775,75970.77960000001
1776,75349.67640000003
1777,76355.65299999999
1778,76431.47179999998
1779,76081.36649999999
1780,75754.87660000002
1781,75433.64670000004
1782,74680.72299999998
1783,74343.6002
1784,74259.29319999999
1785,75866.34659999999
1786,78250.29300000002
1787,78972.6167
1788,78831.84319999999
1789,78112.0306
1790,77294.17050000001
1791,77065.72689999998
1792,76874.72019999998
1793,76668.89919999999
1794,76563.6572
1795,77059.34280000001
1796,76996.1933
1797,76852.19360000001
1798,76444.4871
1799,75783.8527
1800,75407.49940000002
1801,75457.06309999998
1802,75382.0331
1803,74710.4002
1804,72957.1736
1805,73048.84619999999
1806,72353.45290000002
1807,71668.36349999999
1808,72309.7266
1809,72448.90350000001
1810,72965.59960000002
1811,73119.03990000002
1812,73433.66709999999
1813,74656.93059999998
1814,74803.73319999999
1815,75447.84619999999
1816,76619.37310000001
1817,77360.58009999999
1818,76400.1227
1819,76804.1794
1820,76248.44979999999
1821,78514.66059999999
1822,78500.45940000002
1823,80110.40949999998
1824,79413.25950000001
1825,79621.7375
1826,80638.56659999999
1827,80174.09929999999
1828,79830.19330000001
1829,77949.5664
1830,77399.81339999998
1831,77276.64010000003
1832,77663.09639999998
1833,78044.4553
1834,77572.17950000003
1835,79697.69979999999
1836,79893.67299999998
1837,79243.89420000001
1838,80621.48640000001
1839,80212.38719999998
1840,79878.3069
1841,80184.6836
1842,79796.88639999999
1843,79619.07969999999
1844,78875.94639999999
1845,78782.32680000001
1846,80090.14340000002
1847,81030.9997
1848,80910.1759
1849,80784.62000000002
1850,80238.46019999997
1851,79898.22
1852,79787.1836
1853,79842.15379999999
1854,79292.69260000001
1855,78747.30399999999
1856,78368.37940000002
1857,80071.97589999996
1858,83044.8998
1859,82404.65259999997
1860,80263.56719999999
1861,79206.5652
1862,81717.30690000001
1863,80683.7371
1864,80159.5761
1865,80070.24650000001
1866,77975.6898
1867,75953.0364
1868,77131.4204
1869,79209.12640000001
1870,79326.01109999999
1871,78912.54709999998
1872,79143.064
1873,77242.06989999999
1874,76067.62770000001
1875,75430.9369
1876,75521.7858
1877,75041.7166
1878,74896.36030000001
1879,74076.07999999999
1880,74188.2697
1881,74213.33929999999
1882,75208.3164
1883,74336.4838
1884,73678.19630000001
1885,73758.44920000002
1886,74089.97949999999
1887,73978.7238
1888,74233.69290000001
1889,74261.1464
1890,73953.2833
1891,73249.8597
1892,73614.0239
1893,72080.1363
1894,70234.54629999999
1895,72216.7368
1896,73032.27030000002
1897,73326.3633
1898,73238.8667
1899,73223.5667
1900,73183.5533
1901,73548.9434
1902,73268.25
1903,73307.51
1904,73325.98
1905,73359.4833
1906,73393.94
1907,73422.3466
1908,73460.4333
1909,73481.8367
1910,73513.14
1911,73747.9434
1912,73730.4066
1913,73919.34
1914,74327.1367
1915,73705.9567
1916,75423.01050000002
1917,75597.571
1918,76075.3996
1919,76750.16660000003
1920,76499.7997
1921,76407.4272
1922,75489.0269
1923,74745.78289999998
1924,74945.01920000002
1925,74689.20350000002
1926,74749.98739999998
1927,75294.5505
1928,77456.11400000002
1929,76354.08590000002
1930,77989.9964
1931,78153.52049999998
1932,77823.76590000001
1933,79253.16930000001
1934,77497.56049999999
1935,76220.74460000002
1936,75558.79030000001
1937,76008.3504
1938,77822.64279999999
1939,76918.8366
1940,78395.7969
1941,80081.49960000001
1942,82616.88010000001
1943,82822.97339999999
1944,80656.18639999999
1945,80163.2663
1946,79713.13689999998
1947,80265.4003
1948,79359.4296
1949,80145.3138
1950,79997.31620000002
1951,80428.507
1952,80787.4999
1953,82301.34659999999
1954,82796.8872
1955,81701.35010000001
1956,80644.16629999998
1957,78352.96710000001
1958,80599.0105
1959,79311.157
1960,78886.65709999998
1961,77599.90290000003
1962,79009.24969999999
1963,78270.5163
1964,76212.14990000002
1965,75555.4037
1966,75800.4
1967,75232.0937
1968,74812.0327
1969,74026.6598
1970,74023.0206
1971,74184.56339999997
1972,74107.36940000001
1973,73951.17700000001
1974,73773.62529999999
1975,73266.0771
1976,73071.62380000002
1977,76398.269
1978,76547.0541
1979,77287.82019999999
1980,76849.05689999998
1981,76536.1332
1982,76425.75679999999
1983,77119.48019999999
1984,75917.09740000003
1985,76474.0164
1986,77326.947
1987,79327.50739999999
1988,79190.14389999998
1989,80218.5593
1990,81207.2294
1991,82827.81350000002
1992,80676.93979999998
1993,78999.3941
1994,76508.50710000002
1995,76840.40299999999
1996,76360.3539
1997,76401.867
1998,75785.5632
1999,75608.0862
2000,74873.4231
2001,73677.12700000001
2002,75824.0968
2003,77997.06439999999
2004,76606.58009999999
2005,76614.8931
2006,79091.02029999999
2007,79659.96650000001
2008,80318.1606
2009,81178.974
2010,81967.29629999999
2011,81016.66680000002
2012,81063.0397
2013,78609.66300000002
2014,77967.2538
2015,76817.4495
2016,75944.9956
2017,76598.31260000002
2018,77616.79280000001
2019,76424.0541
2020,75812.48010000003
2021,72513.6233
2022,70278.1573
2023,70005.82389999999
2024,70287.0829
2025,73380.09039999999
2026,75252.68380000003
2027,76798.4673
2028,77430.84720000003
2029,77397.39699999998
2030,76548.11349999998
2031,76340.05630000001
2032,76628.46709999997
2033,76982.4006
2034,76332.03289999999
2035,72679.54609999999
2036,72436.7669
2037,71814.11959999999
2038,71324.13380000001
2039,71626.404
2040,71858.97359999998
2041,72373.6536
2042,71306.2396
2043,72290.87589999998
2044,71194.2036
2045,71657.05309999999
2046,70791.453
2047,70978.5171
2048,70559.7
2049,70591.7
2050,70623.7
2051,70655.7
2052,70687.7
2053,70719.7
2054,70751.7
2055,70783.7
2056,70815.7
2057,70847.7
2058,70879.7
2059,70911.7
2060,70943.7
2061,70975.7
2062,71007.7
2063,71039.7
2064,70327.7
2065,70359.7
2066,70391.7
2067,70423.7
2068,70455.7
2069,70463.7
2070,70495.7
2071,70527.7
2072,70559.7
2073,70591.7
2074,70623.7
2075,70655.7
2076,70687.7
2077,70719.7
2078,70751.7
2079,70783.7
2080,70815.7
2081,70847.7
2082,70879.7
2083,70911.7
2084,70943.7
2085,70975.7
2086,71007.7
2087,71039.7
2088,70327.7
2089,70359.7
2090,70391.7
2091,70423.7
2092,70455.7
2093,70463.7
2094,70495.7
2095,70527.7
2096,70559.7
2097,70591.7
2098,70623.7
2099,70655.7
2100,70687.7
2101,70719.7
2102,70751.7
2103,70783.7
2104,70815.7
2105,70847.7
2106,70879.7
2107,70911.7
2108,70943.7
2109,70975.7
2110,71007.7
2111,71039.7
2112,70327.7
2113,70359.7
2114,70391.7
2115,70423.7
2116,70455.7
2117,70463.7
2118,70495.7
2119,70527.7
2120,70559.7
2121,70591.7
2122,70623.7
2123,70655.7
2124,70687.7
2125,70719.7
2126,70751.7
2127,70783.7
2128,70815.7
2129,70847.7
2130,70879.7
2131,70911.7
2132,70943.7
2133,70975.7
2134,71007.7
2135,71039.7
2136,70327.7
2137,70359.7
2138,70391.7
2139,70423.7
2140,70455.7
2141,70463.7
2142,70495.7
2143,70527.7
2144,70559.7
2145,70591.7
2146,70623.7
2147,70655.7
2148,70687.7
2149,70719.7
2150,70765.4866
2151,71054.4466
2152,71093.1568
2153,71120.94
2154,71097.5
2155,70971.2466
2156,70930.0967
2157,70893.3833
2158,70858.76
2159,70927.61
2160,70232.33
2161,70311.5201
2162,70631.83
2163,70285.0267
2164,70314.2767
2165,70339.84
2166,70354.6434
2167,70391.0066
2168,70423.37329999999
2169,71098.25039999999
2170,80079.5209
2171,79044.5201
2172,77444.7065
2173,78826.22310000002
2174,76108.80999999998
2175,73301.41696
2176,77459.66260000001
2177,75907.84659999999
2178,77320.12569999999
2179,77205.60650000001
2180,75546.32010000001
2181,73709.23639999998
2182,73866.9307
2183,74792.38600000001
2184,75357.04739999997
2185,76426.9703
2186,75854.44639999999
2187,75819.01619999998
2188,76648.0028
2189,76546.0766
2190,76014.69339999999
2191,75799.1932
2192,75634.9902
2193,75869.79239999999
2194,76457.40300000002
2195,79970.06009999999
2196,80924.15329999996
2197,77448.65639999999
2198,76941.1419
2199,79871.2028
2200,81802.72029999999
2201,81215.53059999998
2202,79167.2458
2203,78287.3823
2204,75250.05319999998
2205,75304.1397
2206,76220.1971
2207,76528.6997
2208,71840.08919999999
2209,70443.5942
2210,70472.2942
2211,71665.38089999999
2212,71015.67400000001
2213,70570.6943
2214,70061.2735
2215,70310.1936
2216,69772.86929999999
2217,71875.436
2218,74937.49699999999
2219,76515.98630000002
2220,79627.10639999998
2221,78373.35350000001
2222,76838.11009999998
2223,76854.38009999998
2224,79071.92959999999
2225,79005.48349999999
2226,80370.05990000002
2227,78625.56070000002
2228,78187.45549999998
2229,76400.68050000002
2230,75841.94290000002
2231,75565.8697
2232,74391.5035
2233,76752.93609999999
2234,75986.63020000003
2235,75933.7839
2236,74353.21979999999
2237,72881.75589999999
2238,71389.56049999999
2239,70340.73679999998
2240,70113.9431
2241,70776.50059999998
2242,73048.65079999999
2243,80783.7288
2244,80401.69039999999
2245,79564.17649999999
2246,77880.7992
2247,77868.87359999999
2248,76623.15519999998
2249,76389.317
2250,76476.427
2251,76293.81740000001
2252,75673.0771
2253,74739.86280000002
2254,75760.13980000002
2255,75333.40419999998
2256,73536.6936
2257,72696.13629999998
2258,72226.6844
2259,71415.64330000003
2260,70984.5431
2261,70651.9827
2262,69657.4257
2263,66046.9236
2264,67583.3575
2265,66612.3035
2266,68642.41730000002
2267,72426.44540000001
2268,72366.4478
2269,72312.79390000002
2270,72059.67279999999
2271,73193.5067
2272,72214.60630000003
2273,70144.763
2274,69592.07660000001
2275,71061.3377
2276,69647.5704
2277,69914.41989999998
2278,69113.02399999999
2279,69393.3663
2280,68246.7931
2281,68122.8866
2282,67824.84980000001
2283,68238.4764
2284,68566.0465
2285,68128.2905
2286,68251.9939
2287,68477.0433
2288,69095.7097
2289,69231.25600000001
2290,69933.74410000001
2291,69545.57970000002
2292,70277.6571
2293,71478.51670000001
2294,71255.75650000002
2295,70802.657
2296,71835.94950000002
2297,72158.6439
2298,71785.2566
2299,71366.69690000001
2300,71108.95670000001
2301,71090.7596
2302,70930.92050000002
2303,68066.8399
2304,66611.4232
2305,66853.4864
2306,67013.0871
2307,66605.16079999998
2308,66409.6431
2309,66402.6468
2310,65987.35049999999
2311,66812.0836
2312,64897.339900000006
2313,66218.4664
2314,65538.2897
2315,67004.03050000001
2316,68269.4968
2317,69542.69979999999
2318,70066.0334
2319,70690.3829
2320,70031.5093
2321,70053.2061
2322,70012.2411
2323,69698.51010000001
2324,70138.68279999998
2325,69273.45010000002
2326,68793.2168
2327,68233.34319999997
2328,69248.16020000001
2329,69354.0798
2330,70003.9505
2331,67209.17030000003
2332,67451.8198
2333,64161.397399999994
2334,64197.63930000002
2335,63762.349900000016
2336,64543.65989999999
2337,65242.690500000004
2338,65142.3874
2339,65957.3203
2340,67564.50990000002
2341,68326.38639999999
2342,69783.75720000002
2343,70729.62670000001
2344,70618.57960000001
2345,70959.30360000001
2346,68133.8597
2347,69954.561
2348,69305.1734
2349,69788.2007
2350,67600.64650000002
2351,67728.2636
2352,88337.44450000001
2353,89133.577
2354,90203.06030000001
2355,88373.456
2356,86946.7102
2357,88114.09329999998
2358,88431.7268
2359,88378.0729
2360,88476.9539
2361,88445.0432
2362,88791.09230000002
2363,86209.3823
2364,85440.87650000001
2365,83590.44639999999
2366,84858.7364
2367,86587.67050000002
2368,85904.99949999998
2369,85584.92629999999
2370,87220.2511
2371,87362.57970000002
2372,86835.04660000002
2373,84865.4865
2374,88910.54310000001
2375,91736.24970000001
2376,90810.8669
2377,89710.8196
2378,90267.2643
2379,88832.41189999999
2380,89242.04280000001
2381,88723.0538
2382,87386.0297
2383,89379.5136
2384,87425.9765
2385,87032.60670000002
2386,88572.559
2387,88693.99029999999
2388,87170.51710000003
2389,87507.03310000002
2390,85422.23000000001
2391,83579.97680000002
2392,83811.62670000002
2393,83647.49640000002
2394,82682.85980000002
2395,81896.2409
2396,81530.8839
2397,80583.9936
2398,82115.65999999999
2399,82663.52360000001
2400,83306.0429
2401,84412.89009999999
2402,85041.8964
2403,85109.6101
2404,85186.19690000001
2405,86005.13770000002
2406,85830.41010000001
2407,85205.41679999999
2408,83763.92980000001
2409,84565.34329999998
2410,84766.26699999999
2411,84519.19680000002
2412,84148.44989999998
2413,83214.79709999998
2414,81182.57289999998
2415,86054.9767
2416,85744.3996
2417,84469.08789999998
2418,85714.46050000002
2419,85628.57739999998
2420,85497.77639999999
2421,85787.46999999999
2422,86675.38080000003
2423,86502.8173
2424,85863.7259
2425,84791.47399999997
2426,84143.52550000002
2427,84395.70939999998
2428,84938.3672
2429,84077.1672
2430,82826.164
2431,81301.2594
2432,80128.94350000001
2433,80551.6272
2434,81707.67939999998
2435,84681.44709999999
2436,83094.6499
2437,83492.87750000002
2438,83505.88450000001
2439,82203.14299999998
2440,83372.4342
2441,85187.38690000001
2442,86771.5967
2443,86364.32939999999
2444,85227.58069999999
2445,86142.47720000001
2446,85456.4702
2447,85476.33269999998
2448,83258.19410000004
2449,83545.87009999999
2450,82772.7795
2451,82495.05730000003
2452,84042.81930000002
2453,83406.0571
2454,83838.45580000001
2455,85064.91010000002
2456,86435.09640000001
2457,87874.17990000002
2458,87873.84
2459,87272.93719999999
2460,87341.41990000001
2461,87770.5556
2462,87835.08020000001
2463,87268.5693
2464,85841.09150000002
2465,85019.7469
2466,85183.70960000002
2467,85623.95710000001
2468,86255.42110000002
2469,85739.03419999998
2470,86038.58940000003
2471,87578.10329999997
2472,89299.09930000002
2473,88987.24019999999
2474,89536.75229999998
2475,87555.23939999999
2476,87278.3237
2477,86127.5292
2478,85627.0939
2479,85915.24660000001
2480,85657.02989999998
2481,86134.824
2482,88115.0334
2483,87977.96290000001
2484,87515.3297
2485,89527.69739999999
2486,90216.4694
2487,89882.64699999998
2488,89338.57710000001
2489,89978.54619999998
2490,89652.42250000002
2491,90046.13970000001
2492,91381.20050000002
2493,91249.41029999999
2494,91291.97009999998
2495,87602.2298
2496,86761.94979999996
2497,87716.77630000003
2498,86302.12999999999
2499,87293.4763
2500,88435.1561
2501,89211.82029999999
2502,89060.00900000002
2503,90907.04699999999
2504,91605.42629999999
2505,91224.4869
2506,90577.5302
2507,90771.19319999997
2508,89108.13029999999
2509,90139.66440000001
2510,90906.3888
2511,89475.61020000002
2512,89400.6526
2513,87551.06610000001
2514,87418.3232
2515,86368.1076
2516,84785.4159
2517,86132.35699999999
2518,85619.52609999999
2519,85912.85069999998
2520,85405.32050000002
2521,87237.58039999999
2522,88432.83089999999
2523,88434.9829
2524,88211.0876
2525,87743.5021
2526,84828.01610000002
2527,84605.66070000001
2528,85209.54980000001
2529,85890.69670000001
2530,87258.46319999997
2531,89697.7395
2532,87961.27019999998
2533,90091.66639999999
2534,89583.75099999999
2535,88387.0137
2536,87545.02780000003
2537,84476.6397
2538,88567.82259999998
2539,88812.5634
2540,89247.9337
2541,90726.32199999997
2542,90445.88720000001
2543,89728.6403
2544,87698.6008
2545,89944.71779999998
2546,87611.1664
2547,87359.1471
2548,87053.961
2549,86261.6932
2550,85070.38339999999
2551,84654.5733
2552,85094.307
2553,86068.1638
2554,83531.70019999998
2555,83273.15249999998
2556,83646.44660000001
2557,82069.84310000001
2558,80177.9426
2559,82401.65700000002
2560,86809.01729999999
2561,85869.5327
2562,83886.2968
2563,83607.43730000002
2564,82228.3566
2565,83037.947
2566,84036.9929
2567,84916.54269999996
2568,84210.8668
2569,84016.81619999999
2570,84409.947
2571,83549.62640000001
2572,83332.7699
2573,82644.8207
2574,82820.774
2575,82158.6733
2576,84562.05369999999
2577,87209.34099999999
2578,89281.10740000001
2579,87178.0434
2580,86586.3806
2581,85890.98640000002
2582,84386.25039999999
2583,81635.72700000001
2584,81522.96649999997
2585,82164.8803
2586,82928.8933
2587,80476.43339999998
2588,79406.8565
2589,81022.23349999999
2590,81553.5235
2591,83703.68239999999
2592,84596.01390000002
2593,85126.7524
2594,84770.01420000002
2595,83766.73000000001
2596,82156.98030000001
2597,81949.3259
2598,80656.2677
2599,79365.95590000002
2600,78237.3829
2601,78778.4639
2602,78445.15409999999
2603,77131.0092
2604,77382.13059999999
2605,77143.56749999998
2606,75044.9037
2607,76070.46
2608,79938.67459999998
2609,79404.98000000001
2610,78978.2804
2611,80094.03670000001
2612,80335.6236
2613,79483.51670000001
2614,78167.174
2615,78368.7206
2616,77306.93669999999
2617,76986.4232
2618,76835.3466
2619,76540.86709999999
2620,76630.57970000002
2621,76257.30389999998
2622,74274.3967
2623,73710.71040000003
2624,73736.2205
2625,74109.91669999999
2626,75437.01919999998
2627,75522.77350000001
2628,76141.7337
2629,76202.4806
2630,76553.59079999998
2631,76264.05979999999
2632,74606.8626
2633,73570.6536
2634,72753.67330000001
2635,74452.50329999998
2636,74204.40689999999
2637,74827.1806
2638,74945.5307
2639,77619.6566
2640,77239.03080000004
2641,77350.7072
2642,76567.42349999999
2643,76786.20290000002
2644,76856.59249999997
2645,76764.03700000003
2646,75901.113
2647,74302.6562
2648,73887.65319999999
2649,73318.90649999998
2650,71978.21710000001
2651,71483.243
2652,73724.5565
2653,79840.62
2654,82353.11959999999
2655,82028.28009999999
2656,80787.69049999998
2657,81102.64770000002
2658,79295.52039999998
2659,78681.37999999999
2660,79915.56939999998
2661,80570.2063
2662,82435.20969999999
2663,84019.7862
2664,83388.36009999999
2665,79224.59309999998
2666,76992.35350000001
2667,75939.24029999999
2668,74616.2601
2669,74589.88770000002
2670,74168.7232
2671,73744.62700000002
2672,72282.9373
2673,71360.86989999998
2674,73528.51940000002
2675,75246.67369999998
2676,77670.7331
2677,77353.66669999999
2678,79317.63279999999
2679,78483.38320000003
2680,80352.60289999998
2681,78878.9967
2682,79543.46030000002
2683,80110.20709999999
2684,76178.2099
2685,77597.89600000001
2686,81051.9237
2687,80583.38640000002
2688,81796.03629999996
2689,82809.0893
2690,83593.0504
2691,85197.97729999998
2692,80265.71340000001
2693,80274.2098
2694,77402.9792
2695,75557.2794
2696,75212.2369
2697,75764.68329999999
2698,77385.6328
2699,77073.73619999998
2700,75346.61740000002
2701,77640.1438
2702,77977.57700000005
2703,78923.23620000001
2704,79961.33350000001
2705,76950.477
2706,76642.24710000002
2707,76447.57290000001
2708,74620.2072
2709,76312.91380000001
2710,78998.1505
2711,80507.92660000002
2712,79374.78999999998
2713,79400.96060000002
2714,77893.6934
2715,77205.44859999999
2716,76138.14550000001
2717,75285.37989999999
2718,75010.88280000002
2719,72461.1468
2720,74006.7828
2721,73066.0532
2722,74791.17339999999
2723,77337.8476
2724,77698.37990000001
2725,78096.3491
2726,79719.72080000001
2727,79533.3704
2728,79817.19640000002
2729,76292.82319999998
2730,78783.65299999998
2731,79814.81999999999
2732,80396.7465
2733,83422.0671
2734,82722.7499
2735,79359.381
2736,82397.99379999998
2737,86565.00449999998
2738,86340.00610000001
2739,87096.46610000002
2740,86261.4834
2741,87405.25359999998
2742,83421.26259999999
2743,81492.4768
2744,81008.94239999999
2745,80326.2733
2746,79537.6376
2747,81840.3292
2748,83889.03269999998
2749,83299.3129
2750,85017.504
2751,86687.87950000001
2752,84771.92679999999
2753,86805.854
2754,87208.88350000001
2755,87862.23740000001
2756,87721.68339999998
2757,87996.30639999997
2758,86643.4437
2759,90643.54659999999
2760,89121.23010000002
2761,90027.509
2762,88260.23980000001
2763,87035.70969999999
2764,88793.9042
2765,86578.19880000001
2766,83280.7208
2767,83007.1394
2768,83996.02950000002
2769,86970.38280000002
2770,89631.09049999999
2771,86450.3199
2772,86793.43719999997
2773,86481.28349999999
2774,85325.94249999999
2775,83642.05320000001
2776,83584.7332
2777,84528.52220000002
2778,88402.7503
2779,87912.02939999998
2780,88431.3665
2781,87693.77029999997
2782,88766.69949999999
2783,88797.2704
2784,89281.75659999998
2785,90754.1333
2786,92317.0757
2787,90422.46380000001
2788,89935.7761
2789,88283.0165
2790,86890.4065
2791,86530.18329999999
2792,86281.6836
2793,86186.00970000001
2794,86791.40149999999
2795,87358.5902
2796,88294.79079999999
2797,87085.07400000002
2798,87650.4641
2799,85206.29079999999
2800,83659.8632
2801,83219.487
2802,82675.8206
2803,85233.1993
2804,88467.41089999999
2805,87967.55970000001
2806,87763.53659999999
2807,87948.10670000002
2808,86942.64270000001
2809,88407.90640000002
2810,89794.77649999999
2811,88047.45310000001
2812,86994.3765
2813,86064.0957
2814,84786.17990000002
2815,83242.32079999999
2816,83159.18620000003
2817,82757.71419999999
2818,83205.6235
2819,84353.39039999999
2820,84871.40809999997
2821,87230.38330000002
2822,88251.61309999999
2823,90050.25089999998
2824,90322.67389999998
2825,88505.71950000002
2826,87321.70670000001
2827,87746.99330000002
2828,88605.7168
2829,88635.4803
2830,89011.7056
2831,89859.723
2832,86759.12690000002
2833,87824.0265
2834,88004.01389999999
2835,85302.2196
2836,83625.18770000001
2837,83643.5833
2838,83795.52050000001
2839,84280.3907
2840,84619.84039999997
2841,83280.2134
2842,83620.8734
2843,79280.37319999997
2844,78190.77690000001
2845,78404.75299699999
2846,76958.20623200001
2847,80342.42079999998
2848,79815.4
2849,79847.4
2850,79879.4
2851,79911.4
2852,79943.4
2853,79975.4
2854,80007.4
2855,80039.4
2856,79303.4
2857,79335.4
2858,79367.4
2859,79399.4
2860,79431.4
2861,79463.4
2862,79495.4
2863,79527.4
2864,79654.40340000001
2865,79452.2862
2866,77175.16609999999
2867,76987.6434
2868,78687.46289999998
2869,78404.0563
2870,76922.23679999998
2871,75807.7432
2872,75466.07450000002
2873,78362.3994
2874,78120.281
2875,79282.86
2876,83478.39670000001
2877,83763.28570000001
2878,86367.56359999998
2879,87634.01959999999
2880,86519.58379999998
2881,87932.2302
2882,88290.0138
2883,82911.2226
2884,81233.23670000001
2885,80323.30670000002
2886,76447.08009999998
2887,75650.4863
2888,77031.30679999999
2889,76368.80289999998
2890,79457.66650000002
2891,78296.2764
2892,77626.1474
2893,78760.1993
