Hour,Load_Profile
1,429.4181329861112
2,433.2882215277777
3,438.4870986805557
4,429.5931888888888
5,422.6576190277777
6,428.332397986111
7,429.8764497222222
8,429.6156321527777
9,430.0963036805556
10,429.9411822222223
11,431.6233653472223
12,419.0733861805556
13,1240.0
14,1240.0
15,1240.0
16,1240.0
17,1240.0
18,1240.0
19,1240.0
20,1240.0
21,1240.0
22,1240.0
23,1240.0
24,1240.0
25,1240.0
26,1240.0
27,1240.0
28,1240.0
29,1240.0
30,1240.0
31,1240.0
32,1240.0
33,1240.0
34,1240.0
35,1240.0
36,1240.0
37,1240.0
38,1240.0
39,1240.0
40,1240.0
41,1240.0
42,1240.0
43,401.9305684722223
44,398.1067265972223
45,396.3306856250001
46,1240.0
47,1240.0
48,1225.868175624943
49,404.9599307638889
50,410.340437986111
51,413.3981075
52,1240.0
53,414.099568263889
54,418.0805304861112
55,1240.0
56,414.1929983333333
57,407.1857698611112
58,411.0815299305554
59,412.0582423611111
60,410.8572066666668
61,409.0549647916665
62,404.5163747916665
63,394.6375071527776
64,418.3228034027778
65,416.8130536111111
66,410.613621736111
67,416.6675163194445
68,416.2500290277776
69,415.6141908333333
70,417.022423611111
71,421.3386566666667
72,420.4998063194444
73,417.3931120138889
74,412.1807763888888
75,409.0310267361112
76,410.2569206944443
77,412.8948405555554
78,408.7084516666666
79,402.6271861111111
80,395.2144554166666
81,389.5156975694445
82,391.57041
83,397.1901081944443
84,411.6459234027777
85,403.9323259027778
86,405.868154513889
87,405.9313829861111
88,399.5986118055554
89,405.28266625
90,414.1053529861111
91,421.8063728472222
92,419.8266012499999
93,414.3007395138888
94,418.7481530555555
95,415.4133968055555
96,415.5099506249999
97,404.7273324305557
98,406.1257574305554
99,402.367678125
100,401.0176396527779
101,408.5414827083333
102,405.4461109027778
103,407.5480490277777
104,413.5099796527779
105,420.1706075
106,427.1661522916667
107,427.1645
108,424.2434447222221
109,424.5763467361111
110,426.6624230555556
111,426.9760843055556
112,424.222211875
113,417.2830836805556
114,413.2904363194445
115,414.0874772222223
116,416.2275692361112
117,419.2971859027779
118,416.7869718055554
119,418.2431429166667
120,425.7268910416665
121,434.0928438194446
122,432.5768620833332
123,435.2481014583332
124,425.6157470833332
125,424.2696290972222
126,418.6754891666666
127,416.2428175694444
128,417.6435598611112
129,416.3883397916666
130,418.7109499999999
131,428.3369679166667
132,427.6706529861111
133,425.4217415972222
134,435.2040845833332
135,438.5522818055556
136,436.9295340277776
137,434.2847497916667
138,437.3957106944443
139,435.8103871527779
140,437.7242902083334
141,444.2141690972223
142,443.5735222916666
143,443.7804102083332
144,425.8441726388889
145,1240.0
146,426.4009959027779
147,419.5242430555555
148,424.3432875694444
149,429.8931199305555
150,433.6685709027777
151,432.9305993055557
152,441.9092562499999
153,445.3041556249999
154,443.4523668750001
155,440.3074384722221
156,441.2488558333332
157,433.1645222916665
158,438.1789241666667
159,1240.0
160,434.9508829166667
161,434.5865056944444
162,425.5954602083333
163,424.9501822222222
164,419.8449675
165,412.1513272916666
166,418.6989576388888
167,416.2060296527777
168,417.6319131249999
169,1240.0
170,424.0715713888887
171,429.8818168749999
172,429.8922779861111
173,428.8038980555556
174,426.5309129861111
175,412.3584115972224
176,411.2775172916666
177,414.2130893055555
178,417.5242200694445
179,424.1730849999998
180,436.030678125
181,1240.0
182,437.9456005555555
183,1240.0
184,1240.0
185,1240.0
186,1240.0
187,430.5380265277777
188,431.72773875
189,433.8441221527777
190,1240.0
191,1240.0
192,1240.0
193,1240.0
194,1240.0
195,1240.0
196,1240.0
197,423.1789770833333
198,419.3276752777777
199,1240.0
200,411.515286875
201,413.65288125
202,418.386907361111
203,406.056875972222
204,404.8000468749999
205,406.6146709722222
206,398.9506261805556
207,389.7538876388888
208,400.5636104166667
209,1240.0
210,417.4213395138888
211,407.7806094444443
212,406.4250424305556
213,399.7211779166666
214,1240.0
215,408.5131599305555
216,412.7887492361109
217,409.3583802777778
218,408.4150787499999
219,410.3261312499999
220,406.1440172222223
221,405.0898536805555
222,401.7456561805556
223,402.6009847222222
224,399.3824396527777
225,411.0655388194444
226,423.9342965277777
227,434.0053831944444
228,423.7821554166666
229,1240.0
