Hour,Load_Profile
1,1240.0
2,309.4915868055555
3,1240.0
4,1240.0
5,1240.0
6,305.9517128472222
7,307.0546069444445
8,306.8683086805555
9,307.2116454861111
10,307.1008444444445
11,1240.0
12,299.3381329861111
13,296.6697100694445
14,290.2446055555556
15,294.6483902777778
16,300.6516336805556
17,298.2812482638888
18,297.1698829861111
19,1060.320054166667
20,303.3422906250001
21,301.5105784722223
22,1240.0
23,308.7171635416667
24,1240.0
25,1240.0
26,311.495901388889
27,1240.0
28,1240.0
29,1240.0
30,308.0661590277778
31,303.4237142361111
32,310.3455333333334
33,303.5624184027778
34,302.1965510416667
35,1240.0
36,307.9652440972222
37,302.6754065972223
38,303.8438649305556
39,296.6049652777778
40,290.2082527777778
41,291.0125927083334
42,290.4426958333334
43,911.4746489583322
44,284.3619475694445
45,283.0933468750001
46,1240.0
47,285.1238194444445
48,1240.0
49,1240.0
50,293.1003128472221
51,1240.0
52,1240.0
53,1240.0
54,298.6289503472223
55,298.0222572916667
56,295.8521416666666
57,290.8469784722223
58,293.629664236111
59,1240.0
60,293.4694333333334
61,292.1821177083332
62,288.9402677083332
63,281.8839336805555
64,298.8020024305555
65,297.7236097222222
66,293.2954440972222
67,763.5689774305577
68,297.3214493055555
69,296.8672791666667
70,1240.0
71,300.9561833333334
72,1240.0
73,1240.0
74,294.4148402777777
75,1240.0
76,1240.0
77,1240.0
78,291.9346083333333
79,287.5908472222222
80,282.2960395833333
81,278.2254982638889
82,279.69315
83,1240.0
84,294.0328024305555
85,288.5230899305556
86,289.9058246527779
87,289.9509878472222
88,285.427579861111
89,289.48761875
90,295.7895378472222
91,678.1307871527799
92,299.8761437499999
93,295.9290996527777
94,1240.0
95,296.7238548611111
96,1240.0
97,1240.0
98,1240.0
99,1240.0
100,1240.0
101,1240.0
102,1240.0
103,1240.0
104,295.3642711805556
105,300.1218625
106,305.1186802083334
107,305.1175
108,303.0310319444444
109,303.2688190972223
110,304.7588736111111
111,304.9829173611112
112,303.015865625
113,298.0593454861112
114,295.2074545138889
115,295.7767694444445
116,297.3054065972223
117,299.4979899305557
118,297.704979861111
119,298.7451020833334
120,786.3639284722217
121,1240.0
122,1240.0
123,1240.0
124,1240.0
125,1240.0
126,1240.0
127,1240.0
128,298.3168284722223
129,297.4202427083333
130,299.0792499999999
131,305.9549770833333
132,305.4790378472222
133,303.8726725694444
134,310.8600604166666
135,313.2516298611112
136,312.0925243055555
137,310.2033927083334
138,312.4255076388888
139,311.2931336805556
140,312.6602072916667
141,317.2958350694445
142,316.8382302083333
143,316.9860072916666
144,1139.123341319443
145,1240.0
146,1240.0
147,1240.0
148,1240.0
149,1240.0
150,1240.0
151,1240.0
152,315.64946875
153,318.0743968749999
154,316.751690625
155,314.5053131944444
156,315.1777541666665
157,309.4032302083332
158,312.9849458333334
159,315.6471833333334
160,310.6792020833334
161,310.4189326388889
162,303.9967572916667
163,303.5358444444445
164,299.8892625
165,294.3938052083333
166,299.0706840277777
167,297.2900211805555
168,1123.400218055554
169,1240.0
170,1240.0
171,1240.0
172,1240.0
173,1240.0
174,1240.0
175,1240.0
176,293.7696552083333
177,295.8664923611111
