Date	Day	Frequency	Weekday
12/16/2005/00	350	52.0
03/04/2005/00	63	24.0
01/10/2005/00	10	25.0
02/10/2005/00	41	24.0
03/22/2005/00	81	35.0
09/12/2005/00	255	33.0
04/15/2005/00	105	20.0
09/15/2005/00	258	43.0
08/01/2005/00	213	22.0
06/26/2005/00	177	38.0
09/01/2005/00	244	25.0
07/28/2005/00	209	24.0
01/11/2005/00	11	1.0
07/20/2005/00	201	1.0
