ResourceBalances,Period,Time,GWP_supply
Electricity,9,24,0.025209829859999998
Electricity,10,1,0.039494019572500004
Electricity,10,2,0.0451564285725
Electricity,10,3,0.041413970550000005
Electricity,10,4,0.0393825939725
Electricity,10,5,0.040954920365
Electricity,10,6,0.0411515127075
Electricity,10,7,0.041270911075
Electricity,10,8,0.0440257648275
Electricity,10,9,0.046432830225
Electricity,10,10,0.053851723815
Electricity,10,11,0.051071512235
Electricity,10,12,0.0604352347675
Electricity,10,13,0.063711693135
Electricity,10,14,0.06164643584
Electricity,10,15,0.05927589805
Electricity,10,16,0.048603996175
Electricity,10,17,0.0367815457325
Electricity,10,18,0.025041723195
Electricity,10,19,0.02501
Electricity,10,20,0.02506
Electricity,10,21,0.0248
Electricity,10,22,0.022586200182500002
Electricity,10,23,0.02690469109
Electricity,10,24,0.034478255362499995
Electricity,11,1,0.04667564351
Electricity,11,2,0.048858596917500004
Electricity,11,3,0.041360845859999995
Electricity,11,4,0.028521702444999998
Electricity,11,5,0.020007811602499998
Electricity,11,6,0.022688590864999997
Electricity,11,7,0.0268896927625
Electricity,11,8,0.02790564113
Electricity,11,9,0.03703862633
Electricity,11,10,0.042875228110000004
Electricity,11,11,0.043928005235
Electricity,11,12,0.04194033266
Electricity,11,13,0.043179862614999995
Electricity,11,14,0.05574273648
Electricity,11,15,0.0428898582775
Electricity,11,16,0.03892983637
Electricity,11,17,0.0259061586925
Electricity,11,18,0.026199999999999998
Electricity,11,19,0.02531
Electricity,11,20,0.02467
Electricity,11,21,0.02311
Electricity,11,22,0.0263967953225
Electricity,11,23,0.02133023723
Electricity,11,24,0.033996908840000006
Electricity,12,1,0.049688735355
Electricity,12,2,0.0439528875225
Electricity,12,3,0.040639281949999995
Electricity,12,4,0.030452202475
Electricity,12,5,0.029110324885
Electricity,12,6,0.0297665046875
Electricity,12,7,0.03079018635
Electricity,12,8,0.0356854468625
Electricity,12,9,0.03775121154
Electricity,12,10,0.0376728098825
Electricity,12,11,0.043778668215000004
Electricity,12,12,0.04442955709
Electricity,12,13,0.037881198425
Electricity,12,14,0.0387296706375
Electricity,12,15,0.031302845105
Electricity,12,16,0.03235337746749999
Electricity,12,17,0.027686674225
Electricity,12,18,0.026687611445000002
Electricity,12,19,0.0275358261475
Electricity,12,20,0.0276471774175
Electricity,12,21,0.02668974059
Electricity,12,22,0.0282098925325
Electricity,12,23,0.024635316772500002
Electricity,12,24,0.0242753083875
Electricity,13,1,0.0505790305275
Electricity,14,1,0.037262014574999995
