ResourceBalances,Period,Time,GWP_supply
Electricity,1,1,0.129358737425
Electricity,1,2,0.11969795412499999
Electricity,1,3,0.092313171255
Electricity,1,4,0.08132291686
Electricity,1,5,0.09277040639
Electricity,1,6,0.0984938810825
Electricity,1,7,0.109364044775
Electricity,1,8,0.1062834718
Electricity,1,9,0.119103402925
Electricity,1,10,0.107088301475
Electricity,1,11,0.07961945244499999
Electricity,1,12,0.0701754799525
Electricity,1,13,0.060412459985
Electricity,1,14,0.052772604135000005
Electricity,1,15,0.041909010925
Electricity,1,16,0.0494687255175
Electricity,1,17,0.04320976849
Electricity,1,18,0.0570266863175
Electricity,1,19,0.0789073289725
Electricity,1,20,0.0868576348
Electricity,1,21,0.0658561127775
Electricity,1,22,0.066653392335
Electricity,1,23,0.09131819134750001
Electricity,1,24,0.0848452393475
Electricity,1,25,0.0641791668675
Electricity,1,26,0.030988830337500002
Electricity,1,27,0.042517321850000005
Electricity,1,28,0.0359584443925
Electricity,1,29,0.0424147891575
Electricity,1,30,0.054764392217500006
Electricity,1,31,0.051776082825
Electricity,1,32,0.05533981882
Electricity,1,33,0.058146946515000006
Electricity,1,34,0.047413246265
Electricity,1,35,0.036061604665
Electricity,1,36,0.0379137561875
Electricity,1,37,0.0376609633725
Electricity,1,38,0.043748422455
Electricity,1,39,0.0544433278375
Electricity,1,40,0.04973212355
Electricity,1,41,0.042573535975
Electricity,1,42,0.0576196079275
Electricity,1,43,0.059283816682500004
Electricity,1,44,0.06750913474499999
Electricity,1,45,0.07062215737750001
Electricity,1,46,0.068720458635
Electricity,1,47,0.06643434485500001
Electricity,1,48,0.0541898984475
Electricity,1,49,0.047861382845
Electricity,1,50,0.05544736866
Electricity,1,51,0.052582919740000005
Electricity,1,52,0.0502632424875
Electricity,1,53,0.0556203137125
Electricity,1,54,0.0585114311775
Electricity,1,55,0.05347556323
Electricity,1,56,0.0448791706925
Electricity,1,57,0.03645035087
Electricity,1,58,0.03955880183
Electricity,1,59,0.033444438732500005
Electricity,1,60,0.03302153369
Electricity,1,61,0.0332177204475
Electricity,1,62,0.031733791225
Electricity,1,63,0.027769931977500002
Electricity,1,64,0.027314868915000002
Electricity,1,65,0.025446669467500002
Electricity,1,66,0.02873684413
Electricity,1,67,0.0322048687975
Electricity,1,68,0.0433430170125
Electricity,1,69,0.09158386219
Electricity,1,70,0.07678430294500001
Electricity,1,71,0.105313398575
Electricity,1,72,0.062847308095
Electricity,1,73,0.09337485592
Electricity,1,74,0.08470801671
Electricity,1,75,0.064425699885
Electricity,1,76,0.065368259715
Electricity,1,77,0.07729640278
Electricity,1,78,0.0749824329425
Electricity,1,79,0.02354834183
