,,,GWP_supply
Electricity,13,17,0.028798999999999998
Electricity,13,18,0.032027
Electricity,13,19,0.06069
Electricity,13,20,0.065531
Electricity,13,21,0.07294400000000001
Electricity,13,22,0.091045
Electricity,13,23,0.10351600000000001
Electricity,13,24,0.087051
Electricity,14,1,0.100529
Electricity,14,2,0.098408
Electricity,14,3,0.07065899999999999
Electricity,14,4,0.06919499999999999
Electricity,14,5,0.074197
Electricity,14,6,0.09716
Electricity,14,7,0.165859
Electricity,14,8,0.240721
Electricity,14,9,0.261905
Electricity,14,10,0.26813400000000004
Electricity,14,11,0.23826
Electricity,14,12,0.234807
Electricity,14,13,0.244811
Electricity,14,14,0.248713
Electricity,14,15,0.233099
Electricity,14,16,0.220022
Electricity,14,17,0.21347
Electricity,14,18,0.23347800000000002
Electricity,14,19,0.298089
Electricity,14,20,0.320475
Electricity,14,21,0.315946
Electricity,14,22,0.30355200000000004
Electricity,14,23,0.314873
Electricity,14,24,0.24470599999999998
Electricity,15,1,0.146458
Electricity,15,2,0.133789
Electricity,15,3,0.131683
Electricity,15,4,0.123279
Electricity,15,5,0.13117600000000001
Electricity,15,6,0.13294
Electricity,15,7,0.126584
Electricity,15,8,0.11491599999999999
Electricity,15,9,0.113071
Electricity,15,10,0.08921
Electricity,15,11,0.071785
Electricity,15,12,0.075359
Electricity,15,13,0.07628499999999999
Electricity,15,14,0.079485
Electricity,15,15,0.080251
Electricity,15,16,0.072935
Electricity,15,17,0.07192399999999999
Electricity,15,18,0.091711
Electricity,15,19,0.11245699999999999
Electricity,15,20,0.168268
Electricity,15,21,0.156806
Electricity,15,22,0.114452
Electricity,15,23,0.114282
Electricity,15,24,0.128875
Electricity,16,1,0.082207
Electricity,16,2,0.05956
Electricity,16,3,0.042075
Electricity,16,4,0.042002000000000005
Electricity,16,5,0.047227
Electricity,16,6,0.08723600000000001
Electricity,16,7,0.09913
Electricity,16,8,0.14593899999999999
Electricity,16,9,0.175155
Electricity,16,10,0.182468
Electricity,16,11,0.185775
Electricity,16,12,0.17208400000000001
Electricity,16,13,0.161036
Electricity,16,14,0.141423
Electricity,16,15,0.126523
Electricity,16,16,0.13769299999999998
Electricity,16,17,0.137005
Electricity,16,18,0.11806
Electricity,16,19,0.13546200000000003
Electricity,16,20,0.146405
Electricity,16,21,0.12623399999999999
Electricity,16,22,0.135351
Electricity,16,23,0.158388
Electricity,16,24,0.130833
Electricity,17,1,0.108196
Electricity,17,2,0.09229000000000001
Electricity,17,3,0.082569
Electricity,17,4,0.066674
Electricity,17,5,0.07140899999999999
Electricity,17,6,0.08865
Electricity,17,7,0.130102
Electricity,17,8,0.211938
Electricity,17,9,0.219524
Electricity,17,10,0.212407
Electricity,17,11,0.16601
Electricity,17,12,0.162321
Electricity,17,13,0.144961
Electricity,17,14,0.096863
Electricity,17,15,0.097062
Electricity,17,16,0.108158
Electricity,17,17,0.10129
Electricity,17,18,0.17265599999999998
Electricity,17,19,0.19433799999999998
Electricity,17,20,0.206433
Electricity,17,21,0.20937999999999998
Electricity,17,22,0.204529
Electricity,17,23,0.19844399999999998
Electricity,17,24,0.148135
Electricity,18,1,0.11230899999999999
Electricity,18,2,0.113761
Electricity,18,3,0.09980800000000001
Electricity,18,4,0.097051
Electricity,18,5,0.09659000000000001
Electricity,18,6,0.09664700000000001
Electricity,18,7,0.089274
Electricity,18,8,0.083105
Electricity,18,9,0.105825
Electricity,18,10,0.128716
Electricity,18,11,0.13470400000000002
Electricity,18,12,0.15298699999999998
Electricity,18,13,0.106798
Electricity,18,14,0.083574
Electricity,18,15,0.094134
Electricity,18,16,0.075723
Electricity,18,17,0.060978000000000004
Electricity,18,18,0.081304
Electricity,18,19,0.128683
Electricity,18,20,0.152667
Electricity,18,21,0.169609
Electricity,18,22,0.13077
Electricity,18,23,0.103117
Electricity,18,24,0.07669100000000001
Electricity,19,1,0.10284499999999999
Electricity,19,2,0.082054
Electricity,19,3,0.07852600000000001
Electricity,19,4,0.062348999999999995
Electricity,19,5,0.053368
Electricity,19,6,0.044691
Electricity,19,7,0.052177
Electricity,19,8,0.061927
Electricity,19,9,0.054955
Electricity,19,10,0.078947
Electricity,19,11,0.069137
Electricity,19,12,0.081535
Electricity,19,13,0.10291299999999999
Electricity,19,14,0.104338
Electricity,19,15,0.09981
Electricity,19,16,0.099193
Electricity,19,17,0.081909
Electricity,19,18,0.074948
Electricity,19,19,0.09878
Electricity,19,20,0.10370399999999999
Electricity,19,21,0.098245
Electricity,19,22,0.096231
Electricity,19,23,0.083269
Electricity,19,24,0.08063200000000001
Electricity,20,1,0.09108
Electricity,20,2,0.053619
Electricity,20,3,0.045382
Electricity,20,4,0.047007
Electricity,20,5,0.037514000000000006
Electricity,20,6,0.070758
Electricity,20,7,0.126421
Electricity,20,8,0.18166200000000002
Electricity,20,9,0.183051
Electricity,20,10,0.18236000000000002
Electricity,20,11,0.17244400000000001
Electricity,20,12,0.20010499999999998
Electricity,20,13,0.18035400000000001
Electricity,20,14,0.169602
Electricity,20,15,0.161997
Electricity,20,16,0.182124
Electricity,20,17,0.220505
Electricity,20,18,0.236767
Electricity,20,19,0.220663
Electricity,20,20,0.226469
Electricity,20,21,0.199296
Electricity,20,22,0.180603
Electricity,20,23,0.16225299999999998
Electricity,20,24,0.142499
Electricity,21,1,0.146395
Electricity,22,1,0.122655
