HourOfYear,electricity_demand
1306,458.55640029009487
1307,186.65341790511502
1308,148.87284077508488
1309,378.29942442748495
1310,129.40127739634488
1311,230.63957449242503
1312,281.6004350379849
1313,316.1074788154749
1314,474.1562937209349
1315,168.53748804066348
1316,448.4747350987698
1317,446.24898469876985
1318,446.24898469876985
1319,51.670264782900006
1320,430.07535483169
1321,426.73672923169
1322,260.08415994776
1323,388.14799093992997
1324,393.797257094
1325,390.60419380848
1326,394.53411795456
1327,391.69928059497346
1328,358.1786500716649
1329,415.90866672061486
1330,458.55640029009487
1331,186.65341790511502
1332,148.87284077508488
1333,378.29942442748495
1334,129.40127739634488
1335,230.63957449242503
1336,281.6004350379849
1337,316.1074788154749
1338,474.1562937209349
1339,168.53748804066348
1340,448.4747350987698
1341,446.24898469876985
1342,446.24898469876985
1343,51.670264782900006
1344,430.07535483169
1345,426.73672923169
1346,260.08415994776
1347,388.14799093992997
1348,393.797257094
1349,390.60419380848
1350,394.53411795456
1351,391.69928059497346
1352,358.1786500716649
1353,415.90866672061486
1354,458.55640029009487
1355,186.65341790511502
1356,148.87284077508488
1357,378.29942442748495
1358,129.40127739634488
1359,230.63957449242503
1360,281.6004350379849
1361,316.1074788154749
1362,474.1562937209349
1363,168.53748804066348
1364,448.4747350987698
1365,446.24898469876985
1366,446.24898469876985
1367,51.670264782900006
1368,430.07535483169
1369,417.05471499169
1370,417.05471499169
1371,417.05471499169
1372,417.05471499169
1373,417.05471499169
1374,417.05471499169
1375,447.7989184423935
1376,450.0246688423935
1377,450.0246688423935
1378,450.0246688423935
1379,450.0246688423935
1380,450.0246688423935
1381,450.0246688423935
1382,450.0246688423935
1383,450.0246688423935
1384,450.0246688423935
1385,450.0246688423935
1386,450.0246688423935
1387,450.0246688423935
1388,435.4540952587698
1389,433.22834485876984
1390,433.22834485876984
1391,417.05471499169
1392,417.05471499169
1393,429.40762971169
1394,432.74625531169
1395,432.74625531169
1396,432.74625531169
1397,432.74625531169
1398,432.74625531169
1399,463.4904587623935
