Hour,gwp
2051,204.145
2052,191.34
2053,179.271
2054,178.2
2055,162.835
2056,162.643
2057,163.827
2058,162.274
2059,213.504
2060,247.555
2061,226.051
2062,217.673
2063,247.344
2064,267.327
2065,253.399
2066,259.915
2067,241.362
2068,237.251
2069,225.419
2070,252.007
2071,225.281
2072,234.782
2073,227.405
2074,217.093
2075,184.123
2076,169.425
2077,155.186
2078,150.259
2079,159.32399999999998
2080,165.90099999999998
2081,168.002
2082,206.886
2083,228.097
2084,241.029
2085,212.125
2086,165.57
2087,156.121
2088,185.99
2089,192.341
2090,202.008
2091,203.606
2092,181.496
2093,161.904
2094,190.396
2095,225.367
2096,250.474
2097,238.46400000000003
2098,212.286
2099,186.178
2100,194.004
2101,188.736
2102,180.02700000000002
2103,176.005
2104,179.398
2105,160.762
2106,189.256
2107,221.111
2108,242.778
2109,222.086
2110,171.234
2111,203.9
2112,235.763
2113,190.862
2114,175.80200000000002
2115,167.201
2116,136.526
2117,139.43
2118,152.055
2119,160.304
2120,149.268
2121,143.395
2122,160.026
2123,165.476
2124,149.214
2125,142.317
2126,129.41
2127,122.191
2128,128.649
2129,125.328
2130,132.55
2131,175.78599999999997
2132,252.153
2133,195.675
2134,137.977
2135,172.13299999999998
2136,181.908
2137,207.435
2138,231.837
2139,224.0765
2140,216.316
2141,171.315
2142,151.001
2143,161.002
2144,159.03799999999998
2145,151.994
2146,116.287
2147,78.667
2148,77.984
2149,90.12
2150,73.263
2151,62.481
2152,66.548
2153,72.01100000000001
2154,73.482
2155,85.681
2156,103.044
2157,145.969
2158,137.559
2159,153.514
2160,151.511
2161,131.499
2162,122.123
2163,122.887
2164,113.202
2165,114.733
2166,146.94
2167,202.118
2168,255.469
2169,262.721
2170,253.651
2171,203.637
2172,174.389
2173,174.6
2174,179.955
2175,162.628
2176,155.516
2177,159.68
2178,152.584
2179,180.979
2180,234.027
2181,228.972
2182,199.437
2183,194.825
2184,183.157
2185,179.713
2186,170.264
2187,159.034
2188,138.148
2189,127.704
2190,150.768
2191,210.03
2192,245.137
2193,265.983
2194,227.175
2195,198.759
2196,192.423
2197,180.07299999999998
2198,178.868
2199,167.956
2200,163.917
2201,151.352
2202,150.64600000000002
2203,180.16
2204,191.801
2205,200.769
2206,208.281
2207,226.452
2208,224.029
2209,218.552
2210,205.58900000000003
2211,194.341
2212,187.373
2213,172.53099999999998
2214,221.328
2215,242.113
2216,245.705
2217,257.75
2218,250.87
2219,244.064
2220,246.61900000000003
2221,235.897
2222,222.219
2223,232.55
2224,236.504
2225,239.064
2226,234.002
2227,252.608
2228,253.989
2229,247.86
2230,244.126
2231,228.899
2232,252.2
2233,234.364
2234,234.56
2235,224.857
2236,211.491
2237,223.647
2238,253.0
2239,250.562
2240,260.191
2241,267.496
2242,270.941
2243,259.672
2244,278.672
2245,286.493
2246,276.408
2247,249.374
2248,244.636
2249,244.254
2250,236.569
2251,243.808
2252,243.091
2253,245.713
2254,248.199
2255,250.718
2256,254.465
2257,246.626
2258,229.081
2259,225.253
2260,207.672
2261,212.799
2262,238.658
2263,270.848
2264,282.439
2265,264.641
2266,249.136
2267,241.82
2268,258.491
2269,252.665
2270,230.666
2271,223.707
2272,213.812
2273,213.069
2274,211.41
2275,232.574
2276,244.888
2277,242.708
2278,221.651
2279,234.635
2280,243.801
2281,243.858
2282,242.268
2283,233.783
2284,208.274
2285,195.837
2286,207.026
2287,227.071
2288,222.653
2289,237.582
2290,239.355
2291,232.636
2292,225.412
2293,212.969
2294,202.01
2295,190.891
2296,194.242
2297,197.93400000000003
2298,197.38
2299,224.563
2300,236.758
2301,225.216
2302,212.523
2303,230.549
2304,230.551
2305,241.174
2306,250.399
2307,244.43400000000003
2308,217.74400000000003
2309,200.738
2310,198.37
2311,202.849
2312,191.223
2313,175.149
2314,157.166
2315,153.116
2316,144.444
2317,139.797
2318,117.162
2319,102.269
2320,93.512
2321,92.341
2322,111.258
2323,160.39700000000002
2324,208.031
2325,230.591
2326,214.226
2327,203.102
2328,229.045
2329,246.516
2330,245.518
2331,244.18
2332,216.034
2333,214.855
2334,214.302
2335,233.849
2336,247.545
2337,249.691
2338,249.546
2339,233.966
2340,226.651
2341,204.359
2342,203.231
2343,200.083
2344,209.243
2345,209.387
2346,198.752
2347,224.712
2348,239.722
2349,224.49400000000003
2350,214.158
2351,223.667
2352,208.274
2353,223.438
2354,232.42
2355,226.835
2356,203.833
2357,201.44
2358,215.33900000000003
2359,262.153
2360,259.105
2361,256.74
2362,263.308
2363,233.993
2364,224.544
2365,212.86
2366,206.138
2367,192.448
2368,190.358
2369,187.875
2370,174.416
2371,176.888
2372,200.752
2373,203.294
2374,188.312
2375,213.603
2376,221.167
2377,231.787
2378,230.977
2379,218.051
2380,192.699
2381,182.582
2382,190.646
2383,226.261
2384,249.266
2385,247.389
2386,233.168
2387,208.052
2388,196.421
2389,197.31
2390,192.823
2391,189.453
2392,198.547
2393,199.315
2394,190.799
2395,203.83
2396,210.535
2397,206.573
2398,212.639
2399,221.705
2400,244.821
2401,230.338
2402,219.1
2403,218.203
2404,195.479
2405,188.944
2406,217.51
2407,262.46
2408,264.397
2409,252.576
2410,249.793
2411,246.987
2412,236.467
2413,232.439
2414,208.873
2415,203.163
2416,199.156
2417,191.403
2418,192.205
2419,211.36900000000003
2420,219.828
2421,224.595
2422,241.778
2423,232.445
2424,237.9
2425,223.855
2426,219.033
2427,207.035
2428,196.745
2429,195.318
2430,218.077
2431,249.222
2432,234.132
2433,233.255
2434,238.785
2435,233.737
2436,231.197
2437,210.392
2438,197.375
2439,181.718
2440,181.399
2441,170.49599999999998
2442,174.365
2443,184.995
2444,192.228
2445,193.905
2446,208.753
2447,235.688
2448,248.891
2449,247.046
2450,249.389
2451,246.269
2452,240.29
2453,238.447
2454,241.375
2455,255.054
2456,251.707
2457,260.832
2458,250.132
2459,191.531
2460,182.406
2461,172.668
2462,177.453
2463,173.882
2464,158.164
2465,158.834
2466,198.442
2467,236.389
2468,256.048
2469,247.942
2470,238.588
2471,237.024
2472,240.56
2473,212.67
2474,215.817
2475,221.435
2476,217.514
2477,231.414
2478,237.499
2479,240.251
2480,226.981
2481,218.344
2482,199.824
2483,174.334
2484,159.045
2485,151.811
2486,143.79399999999998
2487,136.665
2488,131.245
2489,129.24
2490,160.513
2491,205.044
2492,236.047
2493,246.778
2494,247.732
2495,246.492
2496,245.963
2497,213.773
2498,229.168
2499,243.282
2500,245.003
2501,239.826
2502,250.298
2503,251.304
2504,272.575
2505,266.824
2506,263.37
2507,262.41900000000004
2508,244.805
2509,212.11
2510,176.78799999999998
2511,159.82299999999998
2512,168.764
2513,173.037
2514,173.16099999999997
2515,182.914
2516,182.576
2517,189.142
2518,212.04
2519,197.117
2520,202.012
2521,180.635
2522,166.826
2523,180.09400000000002
2524,164.06
2525,168.50599999999997
2526,193.986
2527,201.583
2528,248.287
2529,233.378
2530,218.429
2531,184.913
2532,183.169
2533,169.405
2534,179.638
2535,175.394
2536,185.213
2537,190.663
2538,189.277
2539,175.135
2540,213.915
2541,202.671
2542,226.056
2543,236.815
2544,235.698
2545,203.275
2546,191.677
2547,190.399
2548,181.601
2549,179.31400000000002
2550,198.082
2551,213.825
2552,221.043
2553,212.657
2554,207.333
2555,200.162
2556,201.776
2557,163.661
2558,161.572
2559,159.274
2560,164.638
2561,158.092
2562,161.29399999999998
2563,169.59900000000002
2564,153.782
2565,150.42700000000002
2566,168.95
2567,175.99900000000002
2568,185.724
2569,185.28
2570,169.423
2571,150.06
2572,146.844
2573,142.859
2574,170.187
2575,180.09799999999998
2576,191.597
2577,228.837
2578,201.538
2579,183.649
2580,162.92700000000002
2581,149.314
2582,143.502
2583,130.982
2584,130.415
2585,129.151
2586,135.07399999999998
2587,150.858
2588,171.361
2589,154.976
2590,169.438
2591,170.896
2592,156.922
2593,136.77
2594,123.798
2595,122.265
2596,124.24
2597,118.847
2598,126.242
2599,136.213
2600,144.674
2601,174.628
2602,154.826
2603,146.678
2604,125.416
2605,120.39
2606,115.279
2607,119.666
2608,111.707
2609,100.49
2610,104.908
2611,88.965
2612,100.769
2613,124.523
2614,153.637
2615,159.89600000000002
2616,127.1
2617,96.464
2618,83.887
2619,77.577
2620,74.044
2621,66.389
2622,60.002
2623,51.188
2624,52.231
2625,51.35
2626,53.058
2627,34.303000000000004
2628,67.835
2629,77.555
2630,68.783
2631,58.891000000000005
2632,56.545
2633,46.801
2634,65.60300000000001
2635,84.007
2636,102.153
2637,85.24700000000001
2638,70.79
2639,53.574
2640,46.885
2641,66.222
2642,67.182
2643,61.766000000000005
2644,57.665
2645,63.226000000000006
2646,99.72
2647,105.675
2648,96.895
2649,84.06200000000001
2650,70.58
2651,74.327
2652,65.637
2653,65.339
2654,66.77600000000001
2655,66.388
2656,55.486
2657,77.411
2658,82.15899999999999
2659,111.231
2660,127.997
2661,131.136
2662,108.35
2663,89.04299999999999
2664,57.074
2665,31.82
2666,40.336
2667,56.661
2668,67.316
2669,64.836
2670,55.328
2671,44.56
2672,39.233
2673,49.956
2674,66.058
2675,70.875
2676,71.093
2677,73.5
2678,64.664
2679,76.153
2680,73.233
2681,73.229
2682,72.171
2683,62.526
2684,70.58800000000001
2685,78.938
2686,79.008
2687,81.40100000000001
2688,80.723
2689,76.309
2690,75.732
2691,76.09
2692,71.206
2693,61.426
2694,63.55
2695,49.158
2696,99.518
2697,111.807
2698,101.959
2699,79.918
2700,83.15299999999999
2701,80.316
2702,76.179
2703,75.036
2704,79.645
2705,65.056
2706,100.091
2707,150.83100000000002
2708,197.465
2709,173.048
2710,143.445
2711,128.564
2712,75.36399999999999
2713,54.169
2714,58.928
2715,50.238
2716,37.645
2717,33.909
2718,38.601
2719,112.724
2720,207.919
2721,231.775
2722,191.206
2723,84.39399999999999
2724,51.479
2725,56.674
2726,56.845
2727,47.014
2728,56.045
2729,50.752
2730,102.429
2731,208.233
2732,237.596
2733,189.9
2734,165.981
2735,147.606
2736,111.631
2737,54.722
2738,45.443000000000005
2739,49.407
2740,65.152
2741,52.267
2742,164.146
2743,234.233
2744,229.622
2745,244.91
2746,243.812
2747,191.663
2748,183.136
2749,192.405
2750,137.011
2751,127.879
2752,138.246
2753,162.445
2754,182.346
2755,195.672
2756,215.607
2757,238.857
2758,235.693
2759,242.597
2760,203.602
2761,129.572
2762,70.628
2763,67.455
2764,71.616
2765,77.303
2766,138.739
2767,207.572
2768,260.773
2769,268.475
2770,273.205
2771,267.045
2772,260.295
2773,227.483
2774,176.11700000000002
2775,134.221
2776,106.65
2777,90.562
2778,114.546
2779,137.09
2780,141.30700000000002
2781,141.101
2782,140.863
2783,140.55700000000002
2784,110.075
2785,41.283
2786,28.357
2787,29.18
2788,25.776
2789,20.947
2790,24.991
2791,35.589
2792,45.044
2793,54.988
2794,65.191
2795,73.107
2796,73.845
2797,64.477
2798,63.583
2799,44.84
2800,33.06
2801,26.639
2802,84.711
2803,167.533
2804,176.108
2805,159.745
2806,150.99200000000002
2807,129.36
2808,88.834
2809,52.315
2810,44.42100000000001
2811,17.352
2812,14.654000000000002
2813,31.459
2814,47.398
2815,43.086000000000006
2816,43.235
2817,62.682
2818,92.282
2819,107.749
2820,119.593
2821,113.429
2822,105.337
2823,88.78
2824,83.546
2825,97.825
2826,101.9
2827,89.839
2828,173.861
2829,204.007
2830,235.93400000000003
2831,222.702
2832,128.569
2833,64.215
2834,47.225
2835,44.199
2836,42.236
2837,46.091
2838,78.373
2839,194.161
2840,241.844
2841,253.25
2842,234.478
2843,185.795
2844,159.361
2845,84.01799999999999
2846,77.57600000000001
2847,66.348
2848,75.5
2849,76.38600000000001
2850,96.913
2851,128.36700000000002
2852,196.634
2853,169.357
2854,162.063
2855,122.97
2856,109.157
2857,95.794
2858,72.419
2859,48.903
2860,45.102
2861,45.547
2862,77.10300000000001
2863,201.901
2864,235.774
2865,237.396
2866,239.104
2867,243.807
2868,163.726
2869,79.318
2870,76.811
2871,75.422
2872,65.185
2873,50.195
2874,74.362
2875,186.647
2876,221.404
2877,216.773
2878,205.207
2879,188.84
2880,95.742
2881,47.063
2882,36.28
2883,31.891
2884,32.05
2885,34.196
2886,84.12
2887,92.633
2888,90.987
2889,74.273
2890,78.859
2891,89.479
2892,91.718
2893,83.845
2894,83.836
2895,79.155
2896,78.301
2897,77.217
2898,73.699
2899,71.279
2900,63.781000000000006
2901,53.105
2902,65.512
2903,51.781000000000006
2904,51.465
2905,84.98200000000001
2906,107.173
2907,94.686
2908,80.988
2909,76.934
2910,90.588
2911,88.82700000000001
2912,218.74400000000003
2913,229.614
2914,205.725
2915,169.524
2916,136.847
2917,113.236
2918,130.239
2919,125.262
2920,119.2
2921,85.631
2922,72.131
2923,209.801
2924,228.646
2925,207.512
2926,162.172
2927,86.505
2928,95.723
2929,98.379
2930,95.284
2931,84.006
2932,77.734
2933,65.792
2934,82.662
2935,105.942
2936,227.075
2937,259.415
2938,264.619
2939,252.022
2940,238.427
2941,187.693
2942,141.921
2943,112.541
2944,102.654
2945,84.803
2946,104.867
2947,132.332
2948,198.331
2949,233.682
2950,202.579
2951,174.69
2952,125.717
2953,125.977
2954,116.409
2955,102.78
2956,79.241
2957,77.186
2958,74.34899999999999
2959,69.292
2960,78.098
2961,115.676
2962,74.07300000000001
2963,62.427
2964,61.497
2965,77.525
2966,94.541
2967,79.99
2968,76.741
2969,75.342
2970,75.65899999999999
2971,84.024
2972,76.628
2973,80.025
2974,95.251
2975,128.872
2976,121.214
2977,112.966
2978,107.315
2979,86.28
2980,93.264
2981,92.79
2982,90.5
2983,82.70100000000001
2984,79.671
2985,88.36399999999999
2986,104.021
2987,108.759
2988,105.443
2989,102.475
2990,94.437
2991,89.98299999999999
2992,85.03200000000001
2993,74.867
2994,57.379
2995,68.734
2996,93.391
2997,103.899
2998,130.316
2999,131.1
3000,123.819
3001,141.569
3002,155.608
3003,148.439
3004,125.545
3005,138.091
3006,175.908
3007,204.212
3008,237.469
3009,248.111
3010,244.986
3011,209.622
3012,223.338
3013,200.966
3014,179.965
3015,194.086
3016,152.822
3017,146.97899999999998
3018,168.54
3019,234.726
3020,254.763
3021,246.285
3022,239.025
3023,233.97
3024,226.298
3025,237.731
3026,251.971
3027,230.332
3028,215.082
3029,223.049
3030,215.852
3031,224.402
3032,233.402
3033,221.507
3034,215.268
3035,204.097
3036,201.333
3037,179.06099999999998
3038,190.648
3039,194.143
3040,164.21599999999998
3041,164.31
3042,208.321
3043,224.759
3044,234.978
3045,228.452
3046,228.503
3047,230.1
3048,169.892
3049,167.43599999999998
3050,141.82
3051,131.455
3052,87.324
3053,73.583
3054,93.657
3055,139.026
3056,194.547
3057,189.3
3058,184.571
3059,156.372
3060,148.116
3061,153.145
3062,151.881
3063,134.317
3064,118.725
3065,132.283
3066,139.32
3067,162.509
3068,167.812
3069,146.343
3070,151.31799999999998
3071,177.298
3072,157.016
3073,138.649
3074,122.895
3075,116.812
3076,107.746
3077,92.253
3078,103.861
3079,138.251
3080,161.002
3081,178.90599999999998
3082,199.57
3083,200.394
3084,172.528
3085,159.19899999999998
3086,151.487
3087,140.835
3088,128.70600000000002
3089,128.707
3090,155.921
3091,177.44
3092,204.864
3093,196.168
3094,167.178
3095,167.078
3096,157.43
3097,147.191
3098,137.32299999999998
3099,112.018
3100,93.703
3101,86.898
3102,144.928
3103,161.745
3104,201.443
3105,219.937
3106,212.409
3107,201.502
3108,214.43
3109,208.109
3110,170.14700000000002
3111,157.171
3112,153.45
3113,136.766
3114,144.52
3115,179.435
3116,173.303
3117,182.851
3118,190.31
3119,182.853
3120,176.866
3121,65.365
3122,42.699
3123,33.124
3124,30.601
3125,28.08
3126,27.052
3127,22.414
3128,34.866
3129,44.582
3130,40.288
3131,35.715
3132,46.42100000000001
3133,55.966
3134,61.691
3135,62.244
3136,60.173
3137,61.019
3138,63.258
3139,70.52
3140,65.257
3141,74.074
3142,73.745
3143,121.846
3144,109.636
3145,118.714
3146,102.348
3147,163.46200000000002
3148,190.291
3149,109.48
3150,99.719
3151,104.585
3152,101.591
3153,110.781
3154,98.103
3155,82.295
3156,77.334
3157,89.727
3158,102.31
3159,86.9
3160,77.475
3161,85.46799999999999
3162,60.801
3163,108.737
3164,157.246
3165,176.45
3166,161.209
3167,163.733
3168,140.25799999999998
3169,120.533
3170,123.954
3171,117.479
3172,105.368
3173,95.903
3174,93.708
3175,115.733
3176,203.456
3177,207.563
3178,156.90200000000002
3179,152.403
3180,138.113
3181,119.947
3182,125.92
3183,114.308
3184,110.895
3185,105.516
3186,105.11
3187,123.042
3188,123.373
3189,131.234
3190,121.612
3191,135.81
3192,141.865
3193,141.861
3194,137.195
3195,135.994
3196,135.659
3197,131.766
3198,147.435
3199,172.85299999999998
3200,208.003
3201,220.145
3202,140.01
3203,136.046
3204,123.95
3205,117.628
3206,118.678
3207,120.534
3208,114.627
3209,119.34
3210,127.724
3211,138.405
3212,119.348
3213,157.35399999999998
3214,147.406
3215,141.518
3216,171.239
3217,173.217
3218,174.542
3219,162.304
3220,136.08700000000002
3221,124.002
3222,135.196
3223,120.529
3224,178.234
3225,190.22
3226,144.918
3227,136.702
3228,142.658
3229,150.349
3230,138.975
3231,127.818
3232,106.234
3233,99.796
3234,99.349
3235,102.412
3236,119.357
3237,105.847
3238,98.891
3239,69.973
3240,109.144
3241,111.129
3242,107.099
3243,94.189
3244,96.503
3245,88.74799999999999
3246,104.278
3247,112.177
3248,163.9065
3249,215.636
3250,164.96200000000002
3251,111.174
3252,103.895
3253,85.671
3254,70.161
3255,80.755
3256,84.531
3257,81.809
3258,86.84899999999999
3259,122.628
3260,177.701
3261,175.125
3262,158.512
3263,132.513
3264,124.228
3265,91.146
3266,88.95
3267,75.893
3268,53.22
3269,44.001000000000005
3270,58.499
3271,117.18
3272,182.977
3273,192.591
3274,189.811
3275,167.43900000000002
3276,147.752
3277,133.548
3278,158.41299999999998
3279,153.905
3280,128.908
3281,120.323
3282,105.512
3283,168.167
3284,199.548
3285,192.04
3286,142.893
3287,129.71200000000002
3288,151.029
3289,109.1
3290,106.586
3291,102.787
3292,85.45700000000001
3293,77.65100000000001
3294,87.40899999999999
3295,66.393
3296,70.52600000000001
3297,97.201
3298,107.181
3299,105.676
3300,121.724
3301,139.776
3302,128.404
3303,117.152
3304,111.509
3305,103.186
3306,108.069
3307,103.121
3308,123.749
3309,114.323
3310,139.028
3311,131.246
3312,101.378
3313,117.242
3314,88.296
3315,86.741
3316,57.699
3317,52.804
3318,56.412
3319,33.124
3320,36.877
3321,67.384
3322,46.86
3323,35.329
3324,38.112
3325,61.536
3326,69.005
3327,55.0
3328,25.52
3329,28.799
3330,32.027
3331,60.69
3332,65.531
3333,72.944
3334,91.045
3335,103.516
3336,87.051
3337,75.71300000000001
3338,49.81100000000001
3339,19.646
3340,20.098
3341,44.36600000000001
3342,57.595
3343,109.559
3344,251.395
3345,253.638
3346,250.526
3347,256.553
3348,236.921
3349,244.424
3350,238.577
3351,235.046
3352,234.25
3353,196.819
3354,175.304
3355,180.958
3356,174.15400000000002
3357,118.967
3358,100.838
3359,115.207
3360,113.949
3361,102.179
3362,95.735
3363,96.579
3364,78.697
3365,76.283
3366,84.641
3367,110.01
3368,192.452
3369,239.858
3370,223.986
3371,197.614
3372,162.842
3373,144.246
3374,125.65
3375,104.316
3376,94.192
3377,94.367
3378,108.938
3379,142.36700000000002
3380,155.997
3381,97.848
3382,115.044
3383,121.733
3384,115.993
3385,124.267
3386,110.055
3387,98.031
3388,90.342
3389,87.804
3390,86.645
3391,83.705
3392,149.85299999999998
3393,213.605
3394,197.66
3395,155.847
3396,106.877
3397,99.867
3398,105.355
3399,106.611
3400,110.152
3401,107.023
3402,94.994
3403,119.634
3404,189.037
3405,181.13
3406,168.618
3407,193.085
3408,94.055
3409,51.038
3410,40.751
3411,44.058
3412,43.091
3413,33.271
3414,40.051
3415,111.272
3416,182.308
3417,190.902
3418,106.682
3419,85.58
3420,111.299
3421,97.298
3422,91.563
3423,92.832
3424,93.894
3425,88.042
3426,68.072
3427,177.679
3428,216.543
3429,212.39
3430,187.838
3431,185.485
3432,109.38
3433,56.086000000000006
3434,51.902
3435,53.254
3436,46.167
3437,44.632
3438,51.299
3439,130.093
3440,177.89
3441,199.239
3442,101.916
3443,113.844
3444,119.083
3445,102.3
3446,102.685
3447,102.182
3448,87.84299999999999
3449,79.831
3450,53.395
3451,73.104
3452,122.011
3453,122.742
3454,122.615
3455,116.188
3456,78.319
3457,61.002
3458,42.802
3459,40.584
3460,39.332
3461,39.84
3462,37.472
3463,40.404
3464,43.588
3465,56.063
3466,64.36399999999999
3467,78.181
3468,107.63
3469,77.96
3470,54.052
3471,48.285
3472,48.513000000000005
3473,41.336000000000006
3474,38.909
3475,59.19
3476,85.87
3477,136.39600000000002
3478,152.499
3479,150.312
3480,87.991
3481,43.62
3482,32.325
3483,35.964
3484,40.155
3485,29.226
3486,25.461
3487,28.921
3488,31.245
3489,41.552
3490,24.49
3491,30.925
3492,35.433
3493,46.592
3494,40.736
3495,29.794
3496,17.935
3497,22.729
3498,23.843000000000004
3499,25.434
3500,32.365
3501,33.33
3502,31.743
3503,34.32
3504,31.882
3505,47.992
3506,51.369
3507,41.549
3508,42.607
3509,39.704
3510,37.133
3511,55.682
3512,169.43400000000003
3513,171.55900000000003
3514,189.162
3515,103.163
3516,104.469
3517,101.973
3518,100.27
3519,97.358
3520,99.165
3521,92.504
3522,92.397
3523,160.26
3524,177.28799999999998
3525,154.439
3526,150.187
3527,159.537
3528,69.99
3529,47.56100000000001
3530,42.996
3531,42.935
3532,43.144
3533,49.935
3534,88.34700000000001
3535,174.933
3536,199.942
3537,201.101
3538,202.518
3539,209.416
3540,205.893
3541,167.713
3542,161.054
3543,160.66899999999998
3544,122.053
3545,141.576
3546,148.611
3547,160.766
3548,166.53
3549,155.954
3550,143.184
3551,125.969
3552,75.214
3553,46.462
3554,37.434
3555,35.38
3556,29.067
3557,28.029
3558,37.821
3559,124.496
3560,197.288
3561,228.396
3562,210.766
3563,144.05700000000002
3564,141.175
3565,117.526
3566,102.52
3567,89.93
3568,86.666
3569,95.8
3570,195.004
3571,207.695
3572,205.596
3573,192.16
3574,197.016
3575,133.53
3576,45.746
3577,42.412
3578,64.44
3579,67.475
3580,63.886
3581,59.021
3582,56.902
3583,61.544
3584,65.148
3585,60.414
3586,64.99
3587,72.558
3588,76.618
3589,81.562
3590,84.75399999999999
3591,82.51299999999999
3592,80.915
3593,57.64
3594,49.636
3595,41.592
3596,65.763
3597,89.84
3598,116.718
3599,143.165
3600,83.24600000000001
3601,75.12100000000001
3602,65.535
3603,64.351
3604,55.083
3605,58.446000000000005
3606,48.708
3607,61.615
3608,146.42
3609,189.155
3610,187.805
3611,121.227
3612,99.506
3613,69.718
3614,51.731
3615,58.565
3616,66.236
3617,60.873000000000005
3618,83.971
3619,162.689
3620,169.86
3621,172.793
3622,174.417
3623,211.037
3624,150.484
3625,48.233
3626,26.073
3627,31.346
3628,30.8
3629,34.603
3630,33.348
3631,48.804
3632,54.585
3633,47.468
3634,71.406
3635,86.454
3636,99.362
3637,102.505
3638,80.26100000000001
3639,81.468
3640,78.012
3641,88.925
3642,77.806
3643,79.5
3644,132.88
3645,167.857
3646,156.386
3647,150.778
3648,67.771
3649,45.383
3650,38.737
3651,25.9
3652,24.533
3653,26.566
3654,29.87
3655,31.802
3656,33.438
3657,40.32
3658,61.152
3659,69.02
3660,84.385
3661,103.664
3662,111.184
3663,112.401
3664,106.061
3665,85.148
3666,72.743
3667,131.658
3668,194.545
3669,215.941
3670,233.921
3671,250.837
3672,225.667
3673,100.529
3674,98.408
3675,70.65899999999999
3676,69.195
3677,74.197
3678,97.16
3679,165.859
3680,240.721
3681,261.905
3682,268.134
3683,238.26
3684,234.807
3685,244.811
3686,248.713
3687,233.099
3688,220.022
3689,213.47
3690,233.478
3691,298.089
3692,320.475
3693,315.946
3694,303.552
3695,314.873
3696,244.706
3697,132.474
3698,122.657
3699,107.096
3700,103.007
3701,100.509
3702,110.395
3703,256.474
3704,307.603
3705,292.118
3706,270.192
3707,211.503
3708,213.838
3709,204.458
3710,187.761
3711,191.835
3712,192.936
3713,179.78400000000002
3714,210.138
3715,253.764
3716,265.001
3717,252.268
3718,184.363
3719,177.675
3720,178.075
3721,139.84
3722,132.345
3723,118.128
3724,103.541
3725,94.694
3726,152.289
3727,190.853
3728,305.152
3729,291.738
3730,282.022
3731,262.389
3732,263.569
3733,276.01
3734,277.445
3735,278.88
3736,265.772
3737,252.32
3738,284.646
3739,298.862
3740,292.305
3741,296.65
3742,247.564
3743,195.157
3744,167.593
3745,164.465
3746,133.281
3747,124.501
3748,121.093
3749,108.771
3750,128.828
3751,170.28599999999997
3752,265.098
3753,281.74
3754,286.577
3755,252.713
3756,233.121
3757,216.855
3758,214.221
3759,208.856
3760,199.916
3761,198.566
3762,219.321
3763,239.484
3764,260.248
3765,258.94
3766,256.831
3767,270.783
3768,229.803
3769,220.403
3770,150.81
3771,119.489
3772,113.737
3773,122.272
3774,141.319
3775,224.574
3776,243.092
3777,227.666
3778,209.219
3779,188.026
3780,172.873
3781,147.46200000000002
3782,141.16
3783,135.477
3784,138.628
3785,150.195
3786,160.359
3787,213.652
3788,221.572
3789,189.084
3790,157.296
3791,167.96
3792,151.30700000000002
3793,76.134
3794,85.06700000000001
3795,94.759
3796,93.773
3797,87.116
3798,86.7
3799,87.95299999999999
3800,89.01299999999999
3801,92.673
3802,95.051
3803,90.13
3804,89.001
3805,86.973
3806,90.488
3807,102.044
3808,99.265
3809,99.891
3810,99.287
3811,111.748
3812,140.507
3813,189.803
3814,191.415
3815,230.524
3816,183.38
3817,173.25400000000002
3818,139.389
3819,135.207
3820,122.385
3821,113.105
3822,119.536
3823,120.518
3824,134.658
3825,151.451
3826,170.19799999999998
3827,170.227
3828,171.584
3829,173.81099999999998
3830,172.553
3831,152.625
3832,169.605
3833,196.898
3834,200.877
3835,272.576
3836,296.155
3837,303.673
3838,256.902
3839,242.92
3840,208.739
3841,188.247
3842,162.779
3843,143.47299999999998
3844,110.411
3845,113.483
3846,112.625
3847,118.23
3848,132.511
3849,139.244
3850,135.247
3851,137.471
3852,142.266
3853,139.707
3854,144.439
3855,135.29
3856,124.809
3857,122.813
3858,154.099
3859,224.521
3860,264.986
3861,259.096
3862,237.382
3863,209.375
3864,155.496
3865,148.49
3866,129.629
3867,132.909
3868,121.013
3869,115.504
3870,133.364
3871,210.919
3872,300.949
3873,313.29900000000004
3874,310.85900000000004
3875,298.97
3876,295.238
3877,294.92400000000004
3878,280.901
3879,280.39
3880,269.946
3881,268.278
3882,282.157
3883,295.774
3884,309.62
3885,305.839
3886,291.718
3887,311.14
3888,246.496
3889,183.29
3890,158.023
3891,131.114
3892,117.779
3893,114.526
3894,157.878
3895,239.648
3896,282.589
3897,297.414
3898,291.17900000000003
3899,282.328
3900,282.122
3901,268.42
3902,221.963
3903,239.817
3904,218.319
3905,237.46400000000003
3906,246.864
3907,255.75
3908,292.85
3909,240.577
3910,238.56
3911,230.755
3912,164.972
3913,124.466
3914,106.466
3915,106.338
3916,115.633
3917,111.922
3918,135.641
3919,172.06099999999998
3920,230.95
3921,232.391
3922,145.933
3923,149.785
3924,151.343
3925,149.91
3926,135.875
3927,142.762
3928,145.328
3929,164.446
3930,201.888
3931,247.293
3932,243.162
3933,248.268
3934,230.685
3935,254.882
3936,180.414
3937,141.3
3938,124.789
3939,118.268
3940,116.607
3941,117.064
3942,126.662
3943,215.576
3944,258.641
3945,267.666
3946,272.008
3947,248.659
3948,236.228
3949,214.345
3950,218.371
3951,209.649
3952,211.319
3953,214.053
3954,244.308
3955,257.781
3956,251.276
3957,252.201
3958,237.298
3959,244.573
3960,239.485
