HourOfYear,PeriodOfYear,Domestic_electricity
830,4,129.1901182953549
831,4,165.914999895355
832,4,147.5525590953549
833,4,144.2139334953549
834,4,109.1583646953549
835,4,46.54703129070347
836,4,31.97645770707982
837,4,29.75070730707982
838,4,29.75070730707982
839,4,13.57707744
840,4,13.57707744
841,3,10.23845184
842,3,13.57707744
843,3,13.57707744
844,3,13.57707744
845,3,13.57707744
846,3,13.57707744
847,3,44.32128089070348
848,3,109.1583646953549
849,3,129.1901182953549
850,3,147.5525590953549
851,3,165.914999895355
852,3,147.5525590953549
853,3,98.30783149535496
854,3,129.1901182953549
855,3,165.914999895355
856,3,147.5525590953549
857,3,144.2139334953549
858,3,109.1583646953549
859,3,46.54703129070347
860,3,31.97645770707982
861,3,29.75070730707982
862,3,29.75070730707982
863,3,13.57707744
864,3,13.57707744
865,2,0.5564376000000002
866,2,0.5564376000000002
867,2,0.5564376000000002
868,2,0.5564376000000002
869,2,0.5564376000000002
870,2,0.5564376000000002
871,2,31.30064105070348
872,2,33.52639145070348
873,2,33.52639145070348
874,2,33.52639145070348
875,2,33.52639145070348
876,2,33.52639145070348
877,2,33.52639145070348
878,2,33.52639145070348
879,2,33.52639145070348
880,2,33.52639145070348
881,2,33.52639145070348
882,2,33.52639145070348
883,2,33.52639145070348
884,2,18.95581786707982
885,2,16.73006746707982
886,2,16.73006746707982
887,2,0.5564376000000002
888,2,0.5564376000000002
889,2,0.5564376000000002
890,2,0.5564376000000002
891,2,0.5564376000000002
892,2,0.5564376000000002
893,2,0.5564376000000002
894,2,0.5564376000000002
895,2,31.30064105070348
896,2,33.52639145070348
897,2,33.52639145070348
898,2,33.52639145070348
899,2,33.52639145070348
900,2,33.52639145070348
901,2,33.52639145070348
902,2,33.52639145070348
903,2,33.52639145070348
904,2,33.52639145070348
905,2,33.52639145070348
906,2,33.52639145070348
907,2,33.52639145070348
908,2,18.95581786707982
909,2,16.73006746707982
910,2,16.73006746707982
911,2,0.5564376000000002
912,2,0.5564376000000002
913,4,10.23845184
914,4,13.57707744
915,4,13.57707744
916,4,13.57707744
917,4,13.57707744
918,4,13.57707744
919,4,44.32128089070348
920,4,109.1583646953549
921,4,129.1901182953549
922,4,147.5525590953549
923,4,165.914999895355
924,4,147.5525590953549
925,4,98.30783149535496
926,4,129.1901182953549
927,4,165.914999895355
928,4,147.5525590953549
929,4,144.2139334953549
930,4,109.1583646953549
931,4,46.54703129070347
932,4,31.97645770707982
933,4,29.75070730707982
934,4,29.75070730707982
935,4,13.57707744
936,4,13.57707744
