HourOfYear,PeriodOfYear,Domestic_electricity
2154,7,14.57057358362366
2155,7,14.57057358362366
2156,7,0.0
2157,7,0.0
2158,7,0.0
2159,7,0.0
2160,7,0.0
2161,1,0.0
2162,1,0.0
2163,1,0.0
2164,1,0.0
2165,1,0.0
2166,1,0.0
2167,1,14.57057358362366
2168,1,14.57057358362366
2169,1,14.57057358362366
2170,1,14.57057358362366
2171,1,14.57057358362366
2172,1,14.57057358362366
2173,1,14.57057358362366
2174,1,14.57057358362366
2175,1,14.57057358362366
2176,1,14.57057358362366
2177,1,14.57057358362366
2178,1,14.57057358362366
2179,1,14.57057358362366
2180,1,0.0
2181,1,0.0
2182,1,0.0
2183,1,0.0
2184,1,0.0
2185,6,0.5564376000000002
2186,6,0.5564376000000002
2187,6,0.5564376000000002
2188,6,0.5564376000000002
2189,6,0.5564376000000002
2190,6,0.5564376000000002
2191,6,31.30064105070348
2192,6,33.52639145070348
2193,6,33.52639145070348
2194,6,33.52639145070348
2195,6,33.52639145070348
2196,6,33.52639145070348
2197,6,33.52639145070348
2198,6,33.52639145070348
2199,6,33.52639145070348
2200,6,33.52639145070348
2201,6,33.52639145070348
2202,6,33.52639145070348
2203,6,33.52639145070348
2204,6,18.95581786707982
2205,6,16.73006746707982
2206,6,16.73006746707982
2207,6,0.5564376000000002
2208,6,0.5564376000000002
2209,5,14.24480256
2210,5,17.58342816
2211,5,17.58342816
2212,5,17.58342816
2213,5,17.58342816
2214,5,17.58342816
2215,5,48.32763161070348
2216,5,141.26387869553
2217,5,168.80753989553
2218,5,194.68188829553
2219,5,220.5562366955301
2220,5,194.68188829553
2221,5,124.15342249553
2222,5,168.80753989553
2223,5,220.5562366955301
2224,5,194.68188829553
2225,5,191.34326269553
2226,5,141.26387869553
2227,5,50.55338201070348
2228,5,35.98280842707981
2229,5,33.75705802707981
2230,5,33.75705802707981
2231,5,17.58342816
2232,5,17.58342816
2233,5,14.24480256
2234,5,17.58342816
2235,5,17.58342816
2236,5,17.58342816
2237,5,17.58342816
2238,5,17.58342816
2239,5,48.32763161070348
2240,5,141.26387869553
2241,5,168.80753989553
2242,5,194.68188829553
2243,5,220.5562366955301
2244,5,194.68188829553
2245,5,124.15342249553
2246,5,168.80753989553
2247,5,220.5562366955301
2248,5,194.68188829553
2249,5,191.34326269553
2250,5,141.26387869553
2251,5,50.55338201070348
2252,5,35.98280842707981
2253,5,33.75705802707981
2254,5,33.75705802707981
2255,5,17.58342816
2256,5,17.58342816
2257,5,14.24480256
2258,5,17.58342816
2259,5,17.58342816
2260,5,17.58342816
2261,5,17.58342816
2262,5,17.58342816
2263,5,48.32763161070348
2264,5,141.26387869553
2265,5,168.80753989553
2266,5,194.68188829553
2267,5,220.5562366955301
2268,5,194.68188829553
2269,5,124.15342249553
2270,5,168.80753989553
2271,5,220.5562366955301
2272,5,194.68188829553
2273,5,191.34326269553
2274,5,141.26387869553
2275,5,50.55338201070348
2276,5,35.98280842707981
2277,5,33.75705802707981
2278,5,33.75705802707981
2279,5,17.58342816
2280,5,17.58342816
2281,6,0.5564376000000002
2282,6,0.5564376000000002
2283,6,0.5564376000000002
2284,6,0.5564376000000002
2285,6,0.5564376000000002
2286,6,0.5564376000000002
2287,6,31.30064105070348
2288,6,33.52639145070348
2289,6,33.52639145070348
2290,6,33.52639145070348
2291,6,33.52639145070348
2292,6,33.52639145070348
2293,6,33.52639145070348
2294,6,33.52639145070348
2295,6,33.52639145070348
2296,6,33.52639145070348
2297,6,33.52639145070348
2298,6,33.52639145070348
2299,6,33.52639145070348
2300,6,18.95581786707982
2301,6,16.73006746707982
2302,6,16.73006746707982
2303,6,0.5564376000000002
2304,6,0.5564376000000002
2305,6,0.5564376000000002
2306,6,0.5564376000000002
2307,6,0.5564376000000002
2308,6,0.5564376000000002
2309,6,0.5564376000000002
2310,6,0.5564376000000002
2311,6,31.30064105070348
2312,6,33.52639145070348
2313,6,33.52639145070348
2314,6,33.52639145070348
2315,6,33.52639145070348
2316,6,33.52639145070348
2317,6,33.52639145070348
2318,6,33.52639145070348
2319,6,33.52639145070348
2320,6,33.52639145070348
2321,6,33.52639145070348
2322,6,33.52639145070348
2323,6,33.52639145070348
2324,6,18.95581786707982
2325,6,16.73006746707982
2326,6,16.73006746707982
2327,6,0.5564376000000002
2328,6,0.5564376000000002
2329,5,14.24480256
2330,5,17.58342816
2331,5,17.58342816
2332,5,17.58342816
2333,5,17.58342816
2334,5,17.58342816
2335,5,48.32763161070348
2336,5,141.26387869553
2337,5,168.80753989553
2338,5,194.68188829553
2339,5,220.5562366955301
2340,5,194.68188829553
2341,5,124.15342249553
2342,5,168.80753989553
2343,5,220.5562366955301
2344,5,194.68188829553
2345,5,191.34326269553
2346,5,141.26387869553
2347,5,50.55338201070348
2348,5,35.98280842707981
2349,5,33.75705802707981
2350,5,33.75705802707981
2351,5,17.58342816
2352,5,17.58342816
2353,5,14.24480256
2354,5,17.58342816
2355,5,17.58342816
2356,5,17.58342816
2357,5,17.58342816
2358,5,17.58342816
2359,5,48.32763161070348
2360,5,141.26387869553
2361,5,168.80753989553
2362,5,194.68188829553
2363,5,220.5562366955301
2364,5,194.68188829553
2365,5,124.15342249553
2366,5,168.80753989553
2367,5,220.5562366955301
2368,5,194.68188829553
2369,5,191.34326269553
2370,5,141.26387869553
2371,5,50.55338201070348
2372,5,35.98280842707981
2373,5,33.75705802707981
2374,5,33.75705802707981
2375,5,17.58342816
2376,5,17.58342816
2377,6,0.5564376000000002
2378,6,0.5564376000000002
2379,6,0.5564376000000002
2380,6,0.5564376000000002
2381,6,0.5564376000000002
2382,6,0.5564376000000002
2383,6,31.30064105070348
2384,6,33.52639145070348
2385,6,33.52639145070348
2386,6,33.52639145070348
2387,6,33.52639145070348
2388,6,33.52639145070348
2389,6,33.52639145070348
2390,6,33.52639145070348
2391,6,33.52639145070348
2392,6,33.52639145070348
2393,6,33.52639145070348
2394,6,33.52639145070348
2395,6,33.52639145070348
2396,6,18.95581786707982
2397,6,16.73006746707982
2398,6,16.73006746707982
2399,6,0.5564376000000002
2400,6,0.5564376000000002
2401,8,0.5564376000000002
2402,8,0.5564376000000002
2403,8,0.5564376000000002
2404,8,0.5564376000000002
2405,8,0.5564376000000002
2406,8,0.5564376000000002
2407,8,31.30064105070348
2408,8,33.52639145070348
2409,8,33.52639145070348
2410,8,33.52639145070348
2411,8,33.52639145070348
2412,8,33.52639145070348
2413,8,33.52639145070348
2414,8,33.52639145070348
2415,8,33.52639145070348
2416,8,33.52639145070348
2417,8,33.52639145070348
2418,8,33.52639145070348
2419,8,33.52639145070348
2420,8,18.95581786707982
2421,8,16.73006746707982
2422,8,16.73006746707982
2423,8,0.5564376000000002
2424,8,0.5564376000000002
2425,6,0.5564376000000002
2426,6,0.5564376000000002
2427,6,0.5564376000000002
2428,6,0.5564376000000002
2429,6,0.5564376000000002
2430,6,0.5564376000000002
2431,6,31.30064105070348
2432,6,33.52639145070348
2433,6,33.52639145070348
2434,6,33.52639145070348
2435,6,33.52639145070348
2436,6,33.52639145070348
2437,6,33.52639145070348
2438,6,33.52639145070348
2439,6,33.52639145070348
2440,6,33.52639145070348
2441,6,33.52639145070348
2442,6,33.52639145070348
2443,6,33.52639145070348
2444,6,18.95581786707982
2445,6,16.73006746707982
2446,6,16.73006746707982
2447,6,0.5564376000000002
2448,6,0.5564376000000002
2449,6,0.5564376000000002
2450,6,0.5564376000000002
2451,6,0.5564376000000002
2452,6,0.5564376000000002
2453,6,0.5564376000000002
2454,6,0.5564376000000002
2455,6,31.30064105070348
2456,6,33.52639145070348
2457,6,33.52639145070348
2458,6,33.52639145070348
2459,6,33.52639145070348
2460,6,33.52639145070348
2461,6,33.52639145070348
2462,6,33.52639145070348
2463,6,33.52639145070348
2464,6,33.52639145070348
2465,6,33.52639145070348
2466,6,33.52639145070348
2467,6,33.52639145070348
2468,6,18.95581786707982
2469,6,16.73006746707982
2470,6,16.73006746707982
2471,6,0.5564376000000002
2472,6,0.5564376000000002
2473,5,14.24480256
2474,5,17.58342816
2475,5,17.58342816
2476,5,17.58342816
2477,5,17.58342816
2478,5,17.58342816
2479,5,48.32763161070348
2480,5,141.26387869553
2481,5,168.80753989553
2482,5,194.68188829553
2483,5,220.5562366955301
2484,5,194.68188829553
2485,5,124.15342249553
2486,5,168.80753989553
2487,5,220.5562366955301
2488,5,194.68188829553
2489,5,191.34326269553
2490,5,141.26387869553
2491,5,50.55338201070348
2492,5,35.98280842707981
2493,5,33.75705802707981
2494,5,33.75705802707981
2495,5,17.58342816
2496,5,17.58342816
2497,1,0.0
2498,1,0.0
2499,1,0.0
2500,1,0.0
2501,1,0.0
2502,1,0.0
2503,1,14.57057358362366
2504,1,14.57057358362366
2505,1,14.57057358362366
2506,1,14.57057358362366
2507,1,14.57057358362366
2508,1,14.57057358362366
2509,1,14.57057358362366
2510,1,14.57057358362366
2511,1,14.57057358362366
2512,1,14.57057358362366
2513,1,14.57057358362366
2514,1,14.57057358362366
2515,1,14.57057358362366
2516,1,0.0
2517,1,0.0
2518,1,0.0
2519,1,0.0
2520,1,0.0
2521,5,14.24480256
2522,5,17.58342816
2523,5,17.58342816
2524,5,17.58342816
2525,5,17.58342816
2526,5,17.58342816
2527,5,48.32763161070348
2528,5,141.26387869553
2529,5,168.80753989553
2530,5,194.68188829553
2531,5,220.5562366955301
2532,5,194.68188829553
2533,5,124.15342249553
2534,5,168.80753989553
2535,5,220.5562366955301
2536,5,194.68188829553
2537,5,191.34326269553
2538,5,141.26387869553
2539,5,50.55338201070348
2540,5,35.98280842707981
2541,5,33.75705802707981
2542,5,33.75705802707981
2543,5,17.58342816
2544,5,17.58342816
2545,6,0.5564376000000002
2546,6,0.5564376000000002
2547,6,0.5564376000000002
2548,6,0.5564376000000002
2549,6,0.5564376000000002
2550,6,0.5564376000000002
2551,6,31.30064105070348
2552,6,33.52639145070348
2553,6,33.52639145070348
2554,6,33.52639145070348
2555,6,33.52639145070348
2556,6,33.52639145070348
2557,6,33.52639145070348
2558,6,33.52639145070348
2559,6,33.52639145070348
2560,6,33.52639145070348
2561,6,33.52639145070348
2562,6,33.52639145070348
2563,6,33.52639145070348
2564,6,18.95581786707982
2565,6,16.73006746707982
2566,6,16.73006746707982
2567,6,0.5564376000000002
2568,6,0.5564376000000002
2569,5,14.24480256
2570,5,17.58342816
2571,5,17.58342816
2572,5,17.58342816
2573,5,17.58342816
2574,5,17.58342816
2575,5,48.32763161070348
2576,5,141.26387869553
2577,5,168.80753989553
2578,5,194.68188829553
2579,5,220.5562366955301
2580,5,194.68188829553
2581,5,124.15342249553
2582,5,168.80753989553
2583,5,220.5562366955301
2584,5,194.68188829553
2585,5,191.34326269553
2586,5,141.26387869553
2587,5,50.55338201070348
2588,5,35.98280842707981
2589,5,33.75705802707981
2590,5,33.75705802707981
2591,5,17.58342816
2592,5,17.58342816
2593,5,14.24480256
2594,5,17.58342816
2595,5,17.58342816
2596,5,17.58342816
2597,5,17.58342816
2598,5,17.58342816
2599,5,48.32763161070348
2600,5,141.26387869553
2601,5,168.80753989553
2602,5,194.68188829553
2603,5,220.5562366955301
2604,5,194.68188829553
2605,5,124.15342249553
2606,5,168.80753989553
2607,5,220.5562366955301
2608,5,194.68188829553
2609,5,191.34326269553
2610,5,141.26387869553
2611,5,50.55338201070348
2612,5,35.98280842707981
2613,5,33.75705802707981
2614,5,33.75705802707981
2615,5,17.58342816
2616,5,17.58342816
2617,5,14.24480256
2618,5,17.58342816
2619,5,17.58342816
2620,5,17.58342816
2621,5,17.58342816
2622,5,17.58342816
2623,5,48.32763161070348
2624,5,141.26387869553
2625,5,168.80753989553
2626,5,194.68188829553
2627,5,220.5562366955301
2628,5,194.68188829553
2629,5,124.15342249553
2630,5,168.80753989553
2631,5,220.5562366955301
2632,5,194.68188829553
2633,5,191.34326269553
2634,5,141.26387869553
2635,5,50.55338201070348
2636,5,35.98280842707981
2637,5,33.75705802707981
2638,5,33.75705802707981
2639,5,17.58342816
2640,5,17.58342816
2641,1,0.0
2642,1,0.0
2643,1,0.0
2644,1,0.0
2645,1,0.0
2646,1,0.0
2647,1,14.57057358362366
2648,1,14.57057358362366
2649,1,14.57057358362366
2650,1,14.57057358362366
2651,1,14.57057358362366
2652,1,14.57057358362366
2653,1,14.57057358362366
2654,1,14.57057358362366
2655,1,14.57057358362366
2656,1,14.57057358362366
2657,1,14.57057358362366
2658,1,14.57057358362366
2659,1,14.57057358362366
2660,1,0.0
2661,1,0.0
2662,1,0.0
2663,1,0.0
2664,1,0.0
2665,1,0.0
2666,1,0.0
2667,1,0.0
2668,1,0.0
2669,1,0.0
2670,1,0.0
2671,1,14.57057358362366
2672,1,14.57057358362366
2673,1,14.57057358362366
2674,1,14.57057358362366
2675,1,14.57057358362366
2676,1,14.57057358362366
2677,1,14.57057358362366
2678,1,14.57057358362366
2679,1,14.57057358362366
2680,1,14.57057358362366
2681,1,14.57057358362366
2682,1,14.57057358362366
2683,1,14.57057358362366
2684,1,0.0
2685,1,0.0
2686,1,0.0
2687,1,0.0
2688,1,0.0
2689,5,14.24480256
2690,5,17.58342816
2691,5,17.58342816
2692,5,17.58342816
2693,5,17.58342816
2694,5,17.58342816
2695,5,48.32763161070348
2696,5,141.26387869553
2697,5,168.80753989553
2698,5,194.68188829553
2699,5,220.5562366955301
2700,5,194.68188829553
2701,5,124.15342249553
2702,5,168.80753989553
2703,5,220.5562366955301
2704,5,194.68188829553
2705,5,191.34326269553
2706,5,141.26387869553
2707,5,50.55338201070348
2708,5,35.98280842707981
2709,5,33.75705802707981
2710,5,33.75705802707981
2711,5,17.58342816
2712,5,17.58342816
2713,1,0.0
2714,1,0.0
2715,1,0.0
2716,1,0.0
2717,1,0.0
2718,1,0.0
2719,1,14.57057358362366
2720,1,14.57057358362366
2721,1,14.57057358362366
2722,1,14.57057358362366
2723,1,14.57057358362366
2724,1,14.57057358362366
2725,1,14.57057358362366
2726,1,14.57057358362366
2727,1,14.57057358362366
2728,1,14.57057358362366
2729,1,14.57057358362366
2730,1,14.57057358362366
2731,1,14.57057358362366
2732,1,0.0
2733,1,0.0
2734,1,0.0
2735,1,0.0
2736,1,0.0
2737,5,14.24480256
2738,5,17.58342816
2739,5,17.58342816
2740,5,17.58342816
2741,5,17.58342816
2742,5,17.58342816
2743,5,48.32763161070348
2744,5,141.26387869553
2745,5,168.80753989553
2746,5,194.68188829553
2747,5,220.5562366955301
2748,5,194.68188829553
2749,5,124.15342249553
2750,5,168.80753989553
2751,5,220.5562366955301
2752,5,194.68188829553
2753,5,191.34326269553
2754,5,141.26387869553
2755,5,50.55338201070348
2756,5,35.98280842707981
2757,5,33.75705802707981
2758,5,33.75705802707981
2759,5,17.58342816
2760,5,17.58342816
2761,5,14.24480256
2762,5,17.58342816
2763,5,17.58342816
2764,5,17.58342816
2765,5,17.58342816
2766,5,17.58342816
2767,5,48.32763161070348
2768,5,141.26387869553
2769,5,168.80753989553
2770,5,194.68188829553
2771,5,220.5562366955301
2772,5,194.68188829553
2773,5,124.15342249553
2774,5,168.80753989553
2775,5,220.5562366955301
2776,5,194.68188829553
2777,5,191.34326269553
2778,5,141.26387869553
2779,5,50.55338201070348
2780,5,35.98280842707981
2781,5,33.75705802707981
2782,5,33.75705802707981
2783,5,17.58342816
2784,5,17.58342816
2785,5,14.24480256
2786,5,17.58342816
2787,5,17.58342816
2788,5,17.58342816
2789,5,17.58342816
2790,5,17.58342816
2791,5,48.32763161070348
2792,5,141.26387869553
2793,5,168.80753989553
2794,5,194.68188829553
2795,5,220.5562366955301
2796,5,194.68188829553
2797,5,124.15342249553
2798,5,168.80753989553
2799,5,220.5562366955301
2800,5,194.68188829553
2801,5,191.34326269553
2802,5,141.26387869553
2803,5,50.55338201070348
2804,5,35.98280842707981
2805,5,33.75705802707981
2806,5,33.75705802707981
2807,5,17.58342816
2808,5,17.58342816
2809,5,14.24480256
2810,5,17.58342816
2811,5,17.58342816
2812,5,17.58342816
2813,5,17.58342816
2814,5,17.58342816
2815,5,48.32763161070348
2816,5,141.26387869553
2817,5,168.80753989553
2818,5,194.68188829553
2819,5,220.5562366955301
2820,5,194.68188829553
2821,5,124.15342249553
2822,5,168.80753989553
2823,5,220.5562366955301
2824,5,194.68188829553
2825,5,191.34326269553
2826,5,141.26387869553
2827,5,50.55338201070348
2828,5,35.98280842707981
2829,5,33.75705802707981
2830,5,33.75705802707981
2831,5,17.58342816
2832,5,17.58342816
2833,8,0.5564376000000002
2834,8,0.5564376000000002
2835,8,0.5564376000000002
2836,8,0.5564376000000002
2837,8,0.5564376000000002
2838,8,0.5564376000000002
2839,8,31.30064105070348
2840,8,33.52639145070348
2841,8,33.52639145070348
2842,8,33.52639145070348
2843,8,33.52639145070348
2844,8,33.52639145070348
2845,8,33.52639145070348
2846,8,33.52639145070348
2847,8,33.52639145070348
2848,8,33.52639145070348
2849,8,33.52639145070348
2850,8,33.52639145070348
2851,8,33.52639145070348
2852,8,18.95581786707982
2853,8,16.73006746707982
2854,8,16.73006746707982
2855,8,0.5564376000000002
2856,8,0.5564376000000002
2857,5,14.24480256
2858,5,17.58342816
2859,5,17.58342816
2860,5,17.58342816
2861,5,17.58342816
2862,5,17.58342816
2863,5,48.32763161070348
2864,5,141.26387869553
2865,5,168.80753989553
2866,5,194.68188829553
2867,5,220.5562366955301
2868,5,194.68188829553
2869,5,124.15342249553
2870,5,168.80753989553
2871,5,220.5562366955301
2872,5,194.68188829553
2873,5,191.34326269553
2874,5,141.26387869553
2875,5,50.55338201070348
2876,5,35.98280842707981
2877,5,33.75705802707981
2878,5,33.75705802707981
2879,5,17.58342816
2880,5,17.58342816
2881,5,14.24480256
2882,5,17.58342816
2883,5,17.58342816
2884,5,17.58342816
2885,5,17.58342816
2886,5,17.58342816
2887,5,48.32763161070348
2888,5,141.26387869553
2889,5,168.80753989553
2890,5,194.68188829553
2891,5,220.5562366955301
2892,5,194.68188829553
2893,5,124.15342249553
2894,5,168.80753989553
2895,5,220.5562366955301
2896,5,194.68188829553
2897,5,191.34326269553
2898,5,141.26387869553
2899,5,50.55338201070348
2900,5,35.98280842707981
2901,5,33.75705802707981
2902,5,33.75705802707981
2903,5,17.58342816
2904,5,17.58342816
2905,8,0.5564376000000002
2906,8,0.5564376000000002
2907,8,0.5564376000000002
2908,8,0.5564376000000002
2909,8,0.5564376000000002
2910,8,0.5564376000000002
2911,8,31.30064105070348
2912,8,33.52639145070348
2913,8,33.52639145070348
2914,8,33.52639145070348
2915,8,33.52639145070348
2916,8,33.52639145070348
2917,8,33.52639145070348
2918,8,33.52639145070348
2919,8,33.52639145070348
2920,8,33.52639145070348
2921,8,33.52639145070348
2922,8,33.52639145070348
2923,8,33.52639145070348
2924,8,18.95581786707982
2925,8,16.73006746707982
2926,8,16.73006746707982
2927,8,0.5564376000000002
2928,8,0.5564376000000002
2929,6,0.5564376000000002
2930,6,0.5564376000000002
2931,6,0.5564376000000002
2932,6,0.5564376000000002
2933,6,0.5564376000000002
2934,6,0.5564376000000002
2935,6,31.30064105070348
2936,6,33.52639145070348
2937,6,33.52639145070348
2938,6,33.52639145070348
2939,6,33.52639145070348
2940,6,33.52639145070348
2941,6,33.52639145070348
2942,6,33.52639145070348
2943,6,33.52639145070348
2944,6,33.52639145070348
2945,6,33.52639145070348
2946,6,33.52639145070348
2947,6,33.52639145070348
2948,6,18.95581786707982
2949,6,16.73006746707982
2950,6,16.73006746707982
2951,6,0.5564376000000002
2952,6,0.5564376000000002
2953,5,14.24480256
2954,5,17.58342816
2955,5,17.58342816
2956,5,17.58342816
2957,5,17.58342816
2958,5,17.58342816
2959,5,48.32763161070348
2960,5,141.26387869553
2961,5,168.80753989553
2962,5,194.68188829553
2963,5,220.5562366955301
2964,5,194.68188829553
2965,5,124.15342249553
2966,5,168.80753989553
2967,5,220.5562366955301
2968,5,194.68188829553
2969,5,191.34326269553
2970,5,141.26387869553
2971,5,50.55338201070348
2972,5,35.98280842707981
2973,5,33.75705802707981
2974,5,33.75705802707981
2975,5,17.58342816
2976,5,17.58342816
2977,8,0.5564376000000002
2978,8,0.5564376000000002
2979,8,0.5564376000000002
2980,8,0.5564376000000002
2981,8,0.5564376000000002
2982,8,0.5564376000000002
2983,8,31.30064105070348
2984,8,33.52639145070348
2985,8,33.52639145070348
2986,8,33.52639145070348
2987,8,33.52639145070348
2988,8,33.52639145070348
2989,8,33.52639145070348
2990,8,33.52639145070348
2991,8,33.52639145070348
2992,8,33.52639145070348
2993,8,33.52639145070348
2994,8,33.52639145070348
2995,8,33.52639145070348
2996,8,18.95581786707982
2997,8,16.73006746707982
2998,8,16.73006746707982
2999,8,0.5564376000000002
3000,8,0.5564376000000002
3001,8,0.5564376000000002
3002,8,0.5564376000000002
3003,8,0.5564376000000002
3004,8,0.5564376000000002
3005,8,0.5564376000000002
3006,8,0.5564376000000002
3007,8,31.30064105070348
3008,8,33.52639145070348
3009,8,33.52639145070348
3010,8,33.52639145070348
3011,8,33.52639145070348
3012,8,33.52639145070348
3013,8,33.52639145070348
3014,8,33.52639145070348
3015,8,33.52639145070348
3016,8,33.52639145070348
3017,8,33.52639145070348
3018,8,33.52639145070348
3019,8,33.52639145070348
3020,8,18.95581786707982
3021,8,16.73006746707982
3022,8,16.73006746707982
3023,8,0.5564376000000002
3024,8,0.5564376000000002
3025,5,14.24480256
3026,5,17.58342816
3027,5,17.58342816
3028,5,17.58342816
3029,5,17.58342816
3030,5,17.58342816
3031,5,48.32763161070348
3032,5,141.26387869553
3033,5,168.80753989553
3034,5,194.68188829553
3035,5,220.5562366955301
3036,5,194.68188829553
3037,5,124.15342249553
3038,5,168.80753989553
3039,5,220.5562366955301
3040,5,194.68188829553
3041,5,191.34326269553
3042,5,141.26387869553
3043,5,50.55338201070348
3044,5,35.98280842707981
3045,5,33.75705802707981
3046,5,33.75705802707981
3047,5,17.58342816
3048,5,17.58342816
3049,8,0.5564376000000002
3050,8,0.5564376000000002
3051,8,0.5564376000000002
3052,8,0.5564376000000002
3053,8,0.5564376000000002
3054,8,0.5564376000000002
3055,8,31.30064105070348
3056,8,33.52639145070348
3057,8,33.52639145070348
3058,8,33.52639145070348
3059,8,33.52639145070348
3060,8,33.52639145070348
3061,8,33.52639145070348
3062,8,33.52639145070348
3063,8,33.52639145070348
3064,8,33.52639145070348
3065,8,33.52639145070348
3066,8,33.52639145070348
3067,8,33.52639145070348
3068,8,18.95581786707982
3069,8,16.73006746707982
3070,8,16.73006746707982
3071,8,0.5564376000000002
3072,8,0.5564376000000002
3073,6,0.5564376000000002
3074,6,0.5564376000000002
3075,6,0.5564376000000002
3076,6,0.5564376000000002
3077,6,0.5564376000000002
3078,6,0.5564376000000002
3079,6,31.30064105070348
3080,6,33.52639145070348
3081,6,33.52639145070348
3082,6,33.52639145070348
3083,6,33.52639145070348
3084,6,33.52639145070348
3085,6,33.52639145070348
3086,6,33.52639145070348
3087,6,33.52639145070348
3088,6,33.52639145070348
3089,6,33.52639145070348
3090,6,33.52639145070348
3091,6,33.52639145070348
3092,6,18.95581786707982
3093,6,16.73006746707982
3094,6,16.73006746707982
3095,6,0.5564376000000002
3096,6,0.5564376000000002
3097,6,0.5564376000000002
3098,6,0.5564376000000002
3099,6,0.5564376000000002
3100,6,0.5564376000000002
3101,6,0.5564376000000002
3102,6,0.5564376000000002
3103,6,31.30064105070348
3104,6,33.52639145070348
3105,6,33.52639145070348
3106,6,33.52639145070348
3107,6,33.52639145070348
3108,6,33.52639145070348
3109,6,33.52639145070348
3110,6,33.52639145070348
3111,6,33.52639145070348
3112,6,33.52639145070348
3113,6,33.52639145070348
3114,6,33.52639145070348
3115,6,33.52639145070348
3116,6,18.95581786707982
3117,6,16.73006746707982
3118,6,16.73006746707982
3119,6,0.5564376000000002
3120,6,0.5564376000000002
3121,6,0.5564376000000002
3122,6,0.5564376000000002
3123,6,0.5564376000000002
3124,6,0.5564376000000002
3125,6,0.5564376000000002
3126,6,0.5564376000000002
3127,6,31.30064105070348
3128,6,33.52639145070348
3129,6,33.52639145070348
3130,6,33.52639145070348
3131,6,33.52639145070348
3132,6,33.52639145070348
3133,6,33.52639145070348
3134,6,33.52639145070348
3135,6,33.52639145070348
3136,6,33.52639145070348
3137,6,33.52639145070348
3138,6,33.52639145070348
3139,6,33.52639145070348
3140,6,18.95581786707982
3141,6,16.73006746707982
3142,6,16.73006746707982
3143,6,0.5564376000000002
3144,6,0.5564376000000002
3145,5,14.24480256
3146,5,17.58342816
3147,5,17.58342816
3148,5,17.58342816
3149,5,17.58342816
3150,5,17.58342816
3151,5,48.32763161070348
3152,5,141.26387869553
3153,5,168.80753989553
3154,5,194.68188829553
3155,5,220.5562366955301
3156,5,194.68188829553
3157,5,124.15342249553
3158,5,168.80753989553
3159,5,220.5562366955301
3160,5,194.68188829553
3161,5,191.34326269553
3162,5,141.26387869553
3163,5,50.55338201070348
3164,5,35.98280842707981
3165,5,33.75705802707981
3166,5,33.75705802707981
3167,5,17.58342816
3168,5,17.58342816
3169,8,0.5564376000000002
3170,8,0.5564376000000002
3171,8,0.5564376000000002
3172,8,0.5564376000000002
3173,8,0.5564376000000002
3174,8,0.5564376000000002
3175,8,31.30064105070348
3176,8,33.52639145070348
3177,8,33.52639145070348
3178,8,33.52639145070348
3179,8,33.52639145070348
3180,8,33.52639145070348
3181,8,33.52639145070348
3182,8,33.52639145070348
3183,8,33.52639145070348
3184,8,33.52639145070348
3185,8,33.52639145070348
3186,8,33.52639145070348
3187,8,33.52639145070348
3188,8,18.95581786707982
3189,8,16.73006746707982
3190,8,16.73006746707982
3191,8,0.5564376000000002
3192,8,0.5564376000000002
3193,7,0.0
3194,7,0.0
3195,7,0.0
3196,7,0.0
3197,7,0.0
3198,7,0.0
3199,7,14.57057358362366
3200,7,14.57057358362366
3201,7,14.57057358362366
3202,7,14.57057358362366
3203,7,14.57057358362366
3204,7,14.57057358362366
3205,7,14.57057358362366
3206,7,14.57057358362366
3207,7,14.57057358362366
3208,7,14.57057358362366
3209,7,14.57057358362366
3210,7,14.57057358362366
3211,7,14.57057358362366
3212,7,0.0
3213,7,0.0
3214,7,0.0
3215,7,0.0
3216,7,0.0
3217,7,0.0
3218,7,0.0
3219,7,0.0
3220,7,0.0
3221,7,0.0
3222,7,0.0
3223,7,14.57057358362366
3224,7,14.57057358362366
3225,7,14.57057358362366
3226,7,14.57057358362366
3227,7,14.57057358362366
3228,7,14.57057358362366
3229,7,14.57057358362366
3230,7,14.57057358362366
3231,7,14.57057358362366
3232,7,14.57057358362366
3233,7,14.57057358362366
3234,7,14.57057358362366
3235,7,14.57057358362366
3236,7,0.0
3237,7,0.0
3238,7,0.0
3239,7,0.0
3240,7,0.0
3241,7,0.0
3242,7,0.0
3243,7,0.0
3244,7,0.0
3245,7,0.0
3246,7,0.0
3247,7,14.57057358362366
3248,7,14.57057358362366
3249,7,14.57057358362366
3250,7,14.57057358362366
3251,7,14.57057358362366
3252,7,14.57057358362366
3253,7,14.57057358362366
3254,7,14.57057358362366
3255,7,14.57057358362366
3256,7,14.57057358362366
3257,7,14.57057358362366
3258,7,14.57057358362366
3259,7,14.57057358362366
3260,7,0.0
3261,7,0.0
3262,7,0.0
3263,7,0.0
3264,7,0.0
3265,6,0.5564376000000002
3266,6,0.5564376000000002
3267,6,0.5564376000000002
3268,6,0.5564376000000002
3269,6,0.5564376000000002
3270,6,0.5564376000000002
3271,6,31.30064105070348
3272,6,33.52639145070348
3273,6,33.52639145070348
3274,6,33.52639145070348
3275,6,33.52639145070348
3276,6,33.52639145070348
3277,6,33.52639145070348
3278,6,33.52639145070348
3279,6,33.52639145070348
3280,6,33.52639145070348
3281,6,33.52639145070348
3282,6,33.52639145070348
3283,6,33.52639145070348
