1,37.9891828
2,41.77417348
3,43.21796603
4,39.99429633
5,43.0984479
6,42.52283848
7,41.8186255
8,44.10377295
9,44.77210578
10,40.17597035
11,34.89367104
12,37.72092416
13,31.65482405
14,31.76208434
15,35.91103914
16,37.34114832
17,31.30795935
18,34.17066846
19,44.91439746
20,45.93886869
21,44.89339119
22,47.63342373
23,44.05715618
24,37.8587886
25,42.33395743
26,40.9697045
27,38.33668027
28,34.56752222
29,36.70586142
30,37.50725194
31,36.70154917
32,36.76207303
33,36.88077488
34,36.95237941
35,32.54320609
36,34.17296846
37,25.69668191
38,28.75567124
39,28.84412143
40,30.90295744
41,27.78826822
42,28.05792654
43,26.31761675
44,28.91130429
45,32.84640478
46,36.00241387
47,35.96203962
48,35.98810122
49,30.90835603
50,30.43292145
51,31.88470538
52,36.73171574
53,40.13803252
54,39.12082308
55,46.54732034
56,50.91949588
57,55.51002592
58,58.66320861
59,58.53086926
60,58.40526079
61,52.28576642
62,53.53813767
63,46.69614
64,47.92354022
65,42.02087176
66,43.46918253
67,48.50872781
68,65.43955125
69,71.47543864
70,75.58364897
71,76.87696103
72,77.82224582
73,69.97130026
74,65.98261237
75,54.45130235
76,57.74369736
77,56.60125548
78,54.97308776
79,61.17382255
80,74.32794028
81,84.41392616
82,76.41700545
83,57.35174663
84,52.83225261
85,37.15680706
86,52.12703381
87,61.73562198
88,71.13731563
89,53.21207945
90,69.73162283
91,82.60301144
92,91.04168208
93,98.12504951
94,108.9168713
95,86.15137388
96,78.01588586
97,65.96254953
98,52.15700955
99,49.46152634
100,52.65969458
101,48.44569899
102,40.81263865
103,34.48618562
104,34.88810718
105,31.71211736
106,26.34456022
107,31.56348329
108,30.11101286
109,37.36195729
110,41.52713596
111,44.58751396
112,45.58619274
113,34.73625631
114,30.4184434
115,26.17140072
116,34.41862161
117,44.57004665
118,45.02118161
119,40.33503476
120,54.03866209
121,66.53054918
122,51.07898984
123,63.72907019
124,82.29639276
125,85.62978803
126,94.34785376
127,112.5386676
128,98.22130035
129,65.229939
130,55.81914895
131,74.27328827
132,83.61820844
133,90.2269212
134,92.38397844
135,104.9393564
136,95.81274116
137,57.45035333
138,53.32274168
139,70.07351381
140,84.64498995
141,87.66237793
142,81.69586021
143,60.3594993
144,52.69353322
145,58.53083078
146,41.61525115
147,43.1856929
148,51.66845038
149,46.61454858
150,41.09397042
151,31.30563496
152,27.6352593
153,22.34959006
154,33.53995986
155,58.20451437
156,57.25714681
157,73.58555744
158,69.30502352
159,59.81561946
160,58.45913423
161,64.89567852
162,70.91356317
163,80.95972136
164,92.10128631
165,100.4725976
166,91.5992745
167,106.2063292
168,95.3120588
169,108.5445637
170,112.8264095
171,104.5032719
172,101.7467364
173,96.35766949
174,78.46845209
175,80.33835385
176,109.714652
177,113.6009978
178,108.6421357
179,79.42471439
180,79.91608792
181,81.12427506
182,72.19042271
183,69.46039252
184,54.03296312
185,42.01551551
186,46.04238883
187,43.638889
188,52.11993235
189,48.45739912
190,49.92984825
191,54.52562305
192,56.22952277
193,43.75592307
194,41.49153869
195,35.49724678
196,31.71114835
197,28.43798801
198,30.49423938
199,35.04618041
200,48.54357575
201,63.26882618
202,75.00034601
203,78.21104844
204,104.0160195
205,99.70144522
206,84.26354052
207,74.59163641
208,64.35656503
209,53.50863759
210,55.97659491
211,53.87256973
212,85.64152782
213,123.1938018
214,113.345048
215,130.3786714
216,94.78777964
217,82.44987062
218,57.11421226
219,61.44379097
220,70.30288253
221,71.62621327
222,46.8178147
223,23.86197994
224,19.04338391
225,18.98396542
226,20.51650967
227,20.96230104
228,21.41927111
229,21.13756047
230,23.43279647
231,24.80368244
232,24.17035383
233,20.88977927
234,18.8536514
235,18.9476788
236,31.0478473
237,60.56014177
238,83.70228306
239,108.9963126
240,84.69074858
241,99.64122856
242,130.0319639
243,125.4178869
244,116.8369028
245,100.1923897
246,76.15723161
247,43.06135046
248,47.9616525
249,63.19518151
250,53.41572493
251,48.30642685
252,65.28814093
253,60.48491841
254,67.51657321
255,54.41252853
256,37.43989215
