,Load_Profile
799,326.2883419444443
800,329.64795305555555
801,335.3088316666666
802,340.0016797916667
803,344.23021208333336
804,546.9974637500014
805,341.43067437499997
806,399.5969949999999
807,443.39016215277775
808,445.2418536805555
809,1240.0
810,369.8560847916666
811,364.2517904861111
812,367.93971520833327
813,363.81803451388885
814,367.3093627777777
815,373.4133433333333
816,364.8383311805555
817,347.603651111111
818,359.48709173611104
819,365.70229499999994
820,357.623131736111
821,359.1948879166666
822,355.730200486111
823,353.1130370833334
824,343.74216041666665
825,331.7531063194443
826,348.14977895833346
827,366.6969284027778
828,366.24557277777774
829,1240.0
830,1240.0
831,378.53744541666674
832,384.6068469444445
833,384.3741995138889
834,414.3369523611112
835,419.5135554166666
836,1240.0
837,407.74849305555546
838,844.2835265277791
839,1240.0
840,1240.0
841,1240.0
842,1240.0
843,393.9762691666667
844,385.8133295138889
845,384.11348013888875
846,381.38919826388883
847,379.18467076388896
848,373.54240923611104
849,368.9335888194445
850,871.841669583334
851,373.7269248611111
852,384.15360034722215
853,388.0570210416667
854,387.8079731944444
855,1240.0
856,383.08966208333334
857,371.47063576388877
858,383.2027519444445
859,386.76609076388877
860,381.96174138888887
861,373.96759409722216
862,373.84295763888883
863,370.8937341666666
864,359.0756273611112
865,354.57642791666666
866,353.7726903472221
867,575.5934527083346
868,1240.0
869,354.8557954861111
870,353.60681319444456
871,353.2976975694443
872,350.9643000694445
873,351.47633451388884
874,1240.0
875,1240.0
876,364.77152541666663
877,367.459343611111
878,366.8147792361111
879,364.7266384027776
880,1240.0
881,379.79430076388905
882,379.11729673611114
883,376.64272819444454
884,372.47577159722226
885,370.1298936805555
886,379.5979974305555
887,382.7734871527777
888,379.1168402777778
889,373.65924312499993
890,364.6147181250001
891,359.95991499999997
892,1240.0
893,357.6670100694444
894,356.64099965277774
895,354.4113440972223
896,351.57958597222233
897,349.414445625
898,358.45281159722214
899,357.4542601388889
900,346.0131101388888
901,353.77990375
902,361.0772083333332
903,602.5699400694471
904,361.512196111111
905,362.2828620833334
906,373.205227986111
907,371.6446786111111
908,367.07685826388894
909,1240.0
910,1240.0
911,1240.0
912,1240.0
913,363.1642432638888
914,361.219411875
915,369.41415680555554
916,376.6635201388889
917,369.3899061805555
918,365.97262187499996
919,366.72332229166665
920,368.96358284722226
921,370.39338534722214
922,369.3932214583333
923,380.04216444444444
924,387.5533676388888
925,386.1731970833333
926,820.6909018055577
927,400.5446457638889
928,400.88201076388884
929,404.0033127083332
930,398.7203937499999
931,399.6987064583333
932,369.25674138888905
933,1240.0
934,1240.0
935,1240.0
936,383.9092011805555
937,384.9367088194444
938,963.5285003472216
939,1240.0
940,1240.0
941,1240.0
942,388.30261895833326
943,388.8825684722223
944,390.20649159722234
945,389.0961880555555
946,389.888419861111
947,392.68371624999986
948,394.6993876388889
949,393.36039798611097
950,1240.0
951,379.59958312499987
952,382.04606659722225
953,400.9227774999998
954,406.0027674305555
955,405.9872191666666
956,402.9469154861111
957,371.6575979861112
958,372.8679796527777
959,384.0851563888889
960,379.98736513888895
961,376.4123436111111
962,377.5979511111111
963,384.03774111111113
964,1240.0
965,359.1253701388889
966,361.8978586805555
967,359.7541120833333
968,359.9474515972222
969,359.56419041666675
970,362.12296458333327
971,341.25217340277777
972,316.2012768055555
973,326.5894590972222
974,1240.0
975,1240.0
976,1240.0
977,542.85623458333
978,372.50544965277777
979,365.36009076388893
980,352.66733881944447
981,353.7773725694444
982,358.61103784722206
983,366.606686736111
984,1240.0
985,502.58566729166756
986,1240.0
987,1240.0
988,1240.0
989,353.3307638194445
990,360.84748777777776
991,359.01672770833335
992,357.83779840277776
993,355.7797774999999
994,360.9490689583332
995,369.9890366666667
996,371.83591909722213
997,351.5695370833333
998,365.6950679861111
999,359.8241261805556
1000,362.06028638888887
1001,349.8559186111111
1002,355.76240874999985
1003,352.6698826388888
1004,343.9579640972222
1005,334.1215232638889
1006,340.2584796527777
1007,352.55240951388873
1008,1240.0
1009,1240.0
1010,1240.0
1011,1240.0
1012,595.1715654166709
1013,359.0735084027778
1014,351.0194707638888
1015,344.5770878472222
1016,339.3579777777777
1017,338.7757921527778
1018,344.7778206249999
1019,340.7746625694443
1020,360.70870062499995
1021,353.5244854166667
1022,360.7053974999999
1023,380.3116498611111
1024,381.0817820833334
1025,382.74187000000006
1026,383.35692597222226
1027,390.19472916666655
1028,398.45542430555554
1029,396.83178694444445
1030,390.47870118055556
1031,389.80597249999994
1032,1240.0
1033,1240.0
1034,1240.0
1035,1240.0
1036,387.6377988194444
1037,1036.627254444445
1038,398.9435965277777
1039,394.3403022222222
1040,395.90698631944457
1041,411.5896278472222
1042,414.03237312499994
1043,411.03181826388885
1044,401.8792793749999
1045,393.36164777777765
1046,399.955789236111
1047,399.49997840277774
1048,397.43876229166665
1049,394.0056156944445
1050,401.5323131944446
1051,403.99412618055544
1052,407.2065175694444
1053,404.91642381944456
1054,386.1574300694445
1055,377.1241400694444
1056,371.55443791666664
1057,381.0091750694443
1058,379.86393277777773
1059,386.99992868055557
1060,388.2138754861112
1061,401.7040538194445
1062,394.9116111111112
1063,394.7244102083332
1064,395.53054381944435
1065,394.46657784722225
1066,425.3305160416667
1067,452.59060388888884
1068,454.4832940277778
1069,440.7478376388888
1070,408.7968947222221
1071,1141.1640278472257
1072,1240.0
1073,1240.0
1074,1240.0
1075,1240.0
1076,389.2145313194446
1077,371.87593965277773
1078,367.48332541666673
1079,353.0013972916667
1080,344.4777102083334
1081,346.0276458333332
1082,347.4765131250001
1083,353.7209530555555
1084,349.8650249305554
1085,349.85578493055544
1086,345.41861569444455
1087,345.23818583333343
1088,344.7788142361109
1089,345.96050125000005
1090,354.3555861805557
1091,363.77841062499994
1092,377.3888241666666
1093,362.9035088194443
1094,345.0758271527778
1095,355.7989195833333
1096,1240.0
1097,1240.0
1098,1240.0
1099,1240.0
1100,525.9698856250028
1101,349.94484048611105
1102,347.2364257638889
1103,348.9063141666666
1104,343.0207768749998
1105,1192.1567929861103
1106,356.407270138889
1107,358.1700252083333
1108,353.16818590277774
1109,353.90452951388886
1110,351.88946722222215
1111,346.6056479861111
1112,341.41273347222216
1113,341.49396312499994
1114,1240.0
1115,337.75776708333336
1116,338.4558819444445
1117,344.42778854166664
1118,355.1339526388888
1119,346.5646182638888
1120,1240.0
1121,1240.0
1122,337.9490274999999
1123,334.97325312500004
1124,340.6380483333334
1125,347.77457993055555
1126,350.8151441666667
1127,348.45839534722217
1128,332.9651451388889
1129,313.316014375
1130,313.592951875
1131,319.9880026388888
1132,343.0487438194445
1133,338.73998277777775
1134,347.9977584027778
1135,325.0796932638889
1136,316.4839839583333
1137,318.069210277778
1138,323.06186062499995
1139,322.1969858333333
1140,312.1938920138888
1141,314.11278013888887
1142,951.555358263891
1143,316.18259555555557
1144,1240.0
1145,1240.0
1146,1240.0
1147,332.13850979166676
1148,347.11513812499993
1149,346.5343870138889
1150,354.1676736111111
1151,362.9919679166667
1152,358.53556034722214
1153,353.18080194444445
1154,352.8588534722222
1155,1240.0
1156,350.45250284722226
1157,352.38947819444445
1158,338.07170979166665
1159,337.012195625
1160,338.83038
1161,336.3321091666666
1162,329.4961740972222
1163,330.13101916666665
1164,338.0395146527777
1165,327.5605161111111
1166,345.0027466666667
1167,374.79473791666675
1168,1240.0
1169,1240.0
1170,1240.0
1171,453.74680562499924
1172,370.6821309722222
1173,361.6115883333333
1174,349.2362859027777
1175,362.4223127777777
1176,353.260166875
1177,380.9760179166666
1178,367.56656270833315
1179,364.82303909722225
1180,363.6129082638889
1181,358.312241388889
1182,359.4737917361111
1183,357.60756062499985
1184,350.28983597222214
1185,346.097390625
1186,342.8456927777777
1187,338.8578622916666
1188,1240.0
1189,1240.0
1190,1240.0
1191,584.6713374305588
1192,1240.0
1193,370.18017604166675
1194,385.7982936111111
1195,384.38407923611106
1196,372.7115806944444
1197,375.7132852083333
1198,375.7761563888889
1199,382.25248638888877
1200,385.1932408333332
1201,392.2338826388888
1202,392.81187749999987
1203,402.12561666666653
1204,396.75410152777783
1205,388.10553833333336
1206,367.06969736111114
1207,350.6704293749999
1208,342.1021736805556
1209,340.29671909722225
1210,356.7598776388888
1211,369.6719400694443
1212,365.0105418750002
1213,697.373593263893
1214,1240.0
1215,1240.0
1216,1240.0
1217,1240.0
1218,371.5345739583333
1219,371.5373759027778
1220,356.6991472916667
1221,368.2487423611111
1222,375.01096888888895
1223,380.6404763194444
1224,386.43130506944453
1225,394.8296085416667
1226,395.87992986111107
1227,399.7099156944445
1228,400.3985946527778
1229,392.35604868055543
1230,390.25400263888866
1231,368.2251781249999
1232,361.42578451388886
1233,353.4369863888889
1234,353.3839944444444
1235,360.98164229166645
1236,368.43829020833334
1237,1240.0
1238,1240.0
1239,913.8068150000034
1240,1240.0
1241,1240.0
1242,391.9515138194444
1243,391.6973005555554
1244,388.18786465277765
1245,387.28004000000004
1246,382.71417625
1247,386.4657377777777
1248,392.2228863194442
1249,400.0434977777779
1250,401.06530527777784
1251,389.4018975000001
1252,383.58246451388874
1253,383.2869760416667
1254,379.0144944444445
1255,364.05933569444454
1256,360.12194944444445
1257,357.91474736111104
1258,365.7845620138889
1259,369.6102729861111
1260,388.44171770833333
1261,1240.0
1262,1240.0
1263,1240.0
1264,1240.0
1265,1240.0
1266,455.2218311111153
1267,421.1323292361111
1268,423.6953889583332
1269,424.19832923611114
1270,415.45593104166653
1271,409.71314513888876
1272,401.1145988888888
1273,397.7074772222222
1274,386.145309375
1275,374.05876083333345
1276,369.4873685416667
1277,359.4736551388888
1278,361.3421034027778
1279,360.0016865277779
1280,358.8778326388889
1281,357.72724118055555
1282,361.83474979166664
1283,370.59398395833324
1284,371.124026875
1285,373.7899253472222
1286,370.7824186111111
1287,1240.0
1288,1240.0
1289,720.4239255555618
1290,1240.0
1291,1240.0
1292,367.7752015972222
1293,371.28720999999996
1294,367.29991229166666
1295,361.58654000000007
1296,368.486208611111
1297,367.31511638888895
1298,355.47791756944434
1299,344.11395812500007
1300,351.91069034722227
1301,346.2492677777778
1302,346.2034065972222
1303,342.80484486111106
1304,336.04982541666664
1305,333.2788486805556
1306,333.1258685416666
1307,328.64146145833337
1308,345.08857201388895
1309,1240.0
1310,1240.0
1311,1240.0
1312,1240.0
1313,669.7043848611099
1314,401.73105291666667
1315,398.0726142361109
1316,389.41505604166656
1317,382.4154974305556
1318,386.02125333333333
1319,387.1296902083333
1320,390.48467743055556
1321,380.473919097222
1322,376.1830765972222
1323,371.86514895833335
1324,368.0436195138889
1325,367.14817027777775
1326,364.38128708333323
1327,358.94882527777776
1328,377.6298293055555
1329,387.0699359722222
1330,396.8054013194445
1331,424.324123125
1332,423.4553278472222
1333,374.8777272916666
1334,1240.0
1335,1240.0
1336,1240.0
1337,1240.0
1338,390.4238158333333
1339,394.16486083333325
1340,912.2353793749985
1341,374.80888958333344
1342,376.98641458333327
1343,380.23765402777775
1344,372.91477562499983
1345,373.96278208333325
1346,383.9119549999999
1347,389.6968843055556
1348,388.46733576388897
1349,385.5144533333333
1350,386.21346020833323
1351,381.74598534722213
1352,379.6804865972223
1353,371.59294083333333
1354,359.7687615277778
1355,360.2643950694444
1356,365.9865854166666
1357,361.8021633333333
1358,375.3519729166666
1359,1240.0
1360,914.2911618750035
1361,1240.0
1362,399.4960909722222
1363,395.4250222222223
1364,1240.0
1365,1240.0
1366,395.75320020833334
1367,393.1724047222222
1368,391.5904829861111
1369,395.4402574305555
1370,402.01889631944437
1371,1059.5127982222234
1372,1240.0
1373,394.1557384722222
1374,393.84020618055547
1375,375.73375145833324
1376,364.6123697222224
1377,415.9675775694445
1378,423.4666566666666
1379,404.6625595833332
1380,401.6796495833333
1381,1240.0
1382,1240.0
1383,1240.0
1384,375.31622819444453
1385,384.71980652777773
1386,379.8354234791667
1387,392.70382423611113
1388,393.74505625000023
1389,395.7455867361111
1390,402.29837958333326
1391,399.8551853819444
1392,396.1678797222221
1393,390.81918587152774
1394,388.08260895833337
1395,385.2453208333334
1396,1240.0
1397,360.8641108333334
1398,355.24021458333334
1399,325.3153254652777
1400,194.9188073194444
1401,184.05284722222214
1402,184.2084027777777
1403,184.36395833333327
1404,184.5195138888888
1405,1240.0
1406,490.41571303819774
1407,320.48675079166674
1408,314.5781991527777
1409,1240.0
1410,313.3268541666666
1411,313.4834791666667
1412,313.4238975
1413,313.1506063194445
1414,314.15637069444443
1415,316.1829188194444
1416,313.7169267361111
1417,348.6710886111158
1418,1240.0
1419,1240.0
1420,1240.0
1421,1240.0
1422,314.6872361111111
1423,315.14972222222224
1424,313.5897104861112
1425,353.8636898611111
1426,365.8396379166666
1427,377.94267388888886
1428,374.70559243055555
1429,369.34192409722215
1430,380.33220506944446
1431,381.0344163888889
1432,388.9575253472222
1433,389.06389083333323
1434,420.9974504166667
1435,432.62547027777765
1436,443.7046867361111
1437,407.04675666666674
1438,407.29232590277786
1439,405.9599269444445
