,Load_Profile
2233,644.9997118749986
2234,1240.0
2235,1240.0
2236,1240.0
2237,354.2863134027777
2238,347.0325857638888
2239,341.93413722222215
2240,340.83166784722226
2241,344.05243347222216
2242,355.0976080555555
2243,392.69868166666663
2244,390.8415505555555
2245,386.7703024305555
2246,378.5872183333332
2247,378.5292466666666
2248,372.47367111111106
2249,371.3369576388888
2250,371.7604090277777
2251,370.8727234722222
2252,367.8552359027778
2253,363.3187775
2254,368.2784573611111
2255,366.2040481944443
2256,357.4700383333333
2257,353.38399590277766
2258,351.10193805555554
2259,1240.0
2260,1240.0
2261,343.4471381249999
2262,338.61248604166667
2263,321.0614341666667
2264,328.5302100694444
2265,323.8098086805555
2266,333.6784174305556
2267,352.0729984722222
2268,351.78134347222215
2269,351.5205259027778
2270,350.2900761111111
2271,355.80176868055554
2272,1192.3606356249952
2273,1240.0
2274,338.2948168055556
2275,345.4370582638889
2276,338.5645783333333
2277,339.8617634027777
2278,335.96608888888886
2279,337.32886395833333
2280,331.755244236111
2281,331.1529209722222
2282,329.7041309722222
2283,331.71481583333326
2284,1240.0
2285,331.17918993055554
2286,331.78052590277775
2287,332.87451604166665
2288,335.8819221527777
2289,336.5408277777778
2290,339.9557004861112
2291,338.06879020833344
2292,341.6274997916666
2293,347.46501173611114
2294,1240.0
2295,1240.0
2296,349.2025322916668
2297,1145.9344227777776
2298,348.9561084722221
2299,346.92144326388893
2300,345.66853951388885
2301,345.5800813888889
2302,344.80308576388904
2303,330.88047173611113
2304,323.80552944444446
2305,324.9822255555555
2306,325.7580622916667
2307,323.77508722222206
2308,322.8246539583333
2309,322.7906441666667
2310,320.7718427083333
2311,324.78096194444447
2312,315.4731800694444
2313,321.89532277777784
2314,318.58890826388887
2315,325.7140371527778
2316,331.8656094444445
2317,338.0547906944444
2318,1240.0
2319,1240.0
2320,1240.0
2321,1043.4411549305541
2322,340.337283125
2323,338.81220187499997
2324,340.9519302777777
2325,336.7459379861112
2326,334.41147055555547
2327,331.68986277777765
2328,336.6230009722223
2329,337.1378879166668
2330,340.2969815972222
2331,326.71124451388897
2332,327.8907906944444
2333,311.8956818055556
2334,312.0718577083334
2335,309.9558675694445
2336,313.7539022916667
2337,317.1519677083334
2338,316.66438319444444
2339,320.6258625694444
2340,1013.8473475694458
2341,1240.0
2342,1240.0
2343,343.82457423611106
2344,343.28476194444454
2345,1240.0
2346,331.20626243055557
2347,340.05689375000003
2348,336.9001484722222
2349,339.24819784722223
2350,328.6142538194445
2351,329.23461472222226
2352,429.4181329861112
2353,433.2882215277778
2354,438.4870986805556
2355,429.59318888888885
2356,422.6576190277777
2357,428.332397986111
2358,429.8764497222222
2359,429.6156321527777
2360,430.0963036805556
2361,429.9411822222222
2362,431.62336534722226
2363,419.0733861805555
2364,415.3375940972222
2365,406.34244777777775
2366,675.9512271527802
2367,1240.0
2368,1240.0
2369,1240.0
2370,1240.0
2371,424.67920687500003
2372,422.11480986111115
2373,1240.0
2374,432.2040289583333
2375,445.94010270833337
2376,441.44171409722213
2377,436.09426194444444
2378,438.7992014583333
2379,1240.0
2380,1240.0
2381,1240.0
2382,424.7931999305555
2383,434.48374666666666
2384,424.9873857638889
2385,423.0751714583334
2386,430.5610506944445
2387,431.151341736111
2388,423.7455692361112
2389,653.9495881944473
2390,1240.0
2391,406.2915538888889
2392,407.41762979166674
2393,1240.0
2394,401.9305684722222
2395,398.10672659722223
2396,396.33068562499994
2397,391.72774666666663
2398,399.17334722222216
2399,401.8365730555556
2400,404.9599307638888
2401,410.340437986111
2402,413.3981074999999
2403,1240.0
2404,1240.0
2405,418.0805304861112
2406,417.23116020833334
2407,414.19299833333326
2408,407.1857698611111
2409,411.0815299305554
2410,412.058242361111
2411,410.8572066666667
2412,409.0549647916665
2413,404.5163747916665
2414,514.7411263194487
2415,1240.0
2416,1240.0
2417,1240.0
2418,416.66751631944453
2419,416.25002902777766
2420,415.6141908333333
2421,417.0224236111111
2422,421.3386566666667
2423,420.49980631944436
2424,417.3931120138889
2425,412.1807763888887
2426,409.0310267361112
2427,410.2569206944443
2428,412.89484055555545
2429,408.7084516666666
2430,402.6271861111111
2431,395.21445541666657
2432,389.5156975694445
2433,391.57041000000004
2434,397.19010819444435
2435,411.64592340277767
2436,403.9323259027778
2437,405.8681545138889
2438,1240.0
2439,1240.0
2440,1240.0
2441,1240.0
2442,1240.0
2443,465.93068125000514
2444,414.30073951388886
2445,418.7481530555555
2446,415.4133968055555
2447,415.5099506249999
2448,404.7273324305557
2449,406.1257574305555
2450,402.367678125
2451,401.01763965277786
2452,408.5414827083334
2453,405.44611090277783
2454,407.5480490277778
2455,413.5099796527779
2456,420.1706075
2457,427.16615229166666
2458,427.1645
2459,625.9958337500017
2460,1240.0
2461,1240.0
2462,1240.0
2463,1240.0
2464,1240.0
2465,413.29043631944444
2466,414.0874772222222
2467,416.22756923611115
2468,419.29718590277787
2469,416.7869718055555
2470,418.2431429166667
2471,425.7268910416665
2472,434.0928438194445
2473,432.5768620833333
2474,435.24810145833317
2475,425.61574708333325
2476,424.26962909722215
2477,418.6754891666667
2478,416.2428175694444
2479,417.64355986111116
2480,416.38833979166657
2481,418.7109499999999
2482,428.33696791666665
2483,827.0089083333328
2484,1240.0
2485,1240.0
2486,1240.0
2487,1240.0
2488,1240.0
2489,437.39571069444435
2490,435.8103871527779
2491,437.72429020833334
2492,444.21416909722234
2493,443.57352229166656
2494,443.78041020833314
2495,425.84417263888884
2496,421.7594781944443
2497,426.4009959027779
2498,419.5242430555555
2499,424.3432875694444
2500,429.89311993055543
2501,433.6685709027777
2502,432.93059930555563
2503,441.90925625
2504,445.304155625
2505,443.452366875
2506,440.30743847222215
2507,441.2488558333331
2508,433.16452229166663
2509,1240.0
2510,1240.0
2511,1240.0
2512,1240.0
2513,1240.0
2514,424.9501822222222
2515,817.3234102777777
2516,412.15132729166663
2517,418.6989576388888
2518,416.20602965277766
2519,417.63191312499987
2520,415.1647524305556
2521,1240.0
2522,429.8818168749999
2523,1240.0
2524,1240.0
2525,426.5309129861111
2526,412.3584115972223
2527,411.2775172916667
2528,414.21308930555557
2529,417.5242200694445
2530,424.17308499999984
2531,436.03067812499995
2532,1240.0
2533,437.9456005555555
2534,769.1426167361118
2535,429.659094375
2536,425.5661073611112
2537,410.65033187499995
2538,1240.0
2539,431.7277387499999
2540,433.8441221527777
2541,441.03073194444414
2542,439.66750722222224
2543,436.1808903472222
2544,426.3126427777777
2545,437.23126708333314
2546,425.88761444444447
2547,424.66252062499996
2548,423.1789770833333
2549,419.3276752777778
2550,413.53658597222216
2551,411.515286875
2552,413.65288125
2553,418.38690736111107
2554,406.0568759722221
2555,404.80004687499985
2556,406.61467097222226
2557,476.57197534722775
2558,1240.0
2559,400.5636104166667
2560,1240.0
2561,1240.0
2562,407.7806094444444
2563,1240.0
2564,1240.0
2565,403.6566868055556
2566,408.51315993055556
2567,412.7887492361109
2568,409.35838027777777
2569,408.41507874999985
2570,410.32613125
2571,406.1440172222222
2572,1228.37438854167
2573,401.74565618055544
2574,402.6009847222222
2575,399.3824396527777
2576,411.0655388194443
2577,423.9342965277777
2578,434.00538319444445
2579,423.78215541666657
2580,420.90601680555545
2581,417.5256283333334
2582,1240.0
2583,1240.0
2584,1240.0
2585,1240.0
2586,403.1265646527777
2587,391.2048845833332
2588,386.0055524305555
2589,393.8580795138888
2590,396.440739236111
2591,406.8929005555555
2592,411.230623125
2593,413.8106019444444
2594,412.07645791666675
2595,407.19938194444455
2596,399.37420979166666
2597,398.3647786805555
2598,392.07907909722223
2599,385.8067300694445
2600,380.3206113194444
2601,382.9508661805556
2602,381.3306102083332
2603,374.9424058333333
2604,376.1631348611111
2605,375.0034531249999
2606,364.80161520833326
2607,948.0426238194458
2608,1240.0
2609,1240.0
2610,1240.0
2611,1240.0
2612,390.52039249999996
2613,386.37820618055565
2614,379.9793180555555
2615,380.95905847222224
2616,375.7976089583332
2617,374.2395572222222
2618,373.50515708333336
2619,372.0736595138888
2620,372.5097624305556
2621,370.6952272916666
2622,1240.0
2623,358.3159533333334
2624,635.9663675694457
2625,360.2565395138888
2626,1240.0
2627,367.1245934027778
2628,370.13342770833333
2629,370.42872513888886
2630,372.13551083333317
2631,370.7280684722221
2632,1240.0
2633,357.6351216666667
2634,353.6636896527778
2635,361.9218910416665
2636,360.7158668749999
2637,363.7432390277778
2638,364.3185520138889
2639,1240.0
2640,375.46751083333345
2641,376.01038222222223
2642,1240.0
2643,1240.0
2644,856.2354890972235
2645,373.1585131944446
2646,368.96374374999994
2647,361.1934676388889
2648,359.1760919444444
2649,356.4113510416666
2650,349.89411090277775
2651,347.4879868055555
2652,358.38326076388887
2653,388.114125
2654,400.32766472222215
2655,1240.0
2656,392.7179399305554
2657,394.2489818750001
2658,385.46433527777765
2659,382.4789305555555
2660,388.478462361111
2661,391.66072506944454
2662,400.7267138194443
2663,1240.0
2664,1240.0
2665,1240.0
2666,374.26838506944443
2667,369.1490847916666
2668,362.71793104166665
2669,362.5897318750001
2670,1240.0
2671,1240.0
2672,759.6389702777799
2673,346.8931175694443
2674,357.430302638889
2675,365.78244159722215
2676,377.5660636805555
2677,376.0247686805555
2678,385.57182611111114
2679,381.5164461111112
2680,390.60293076388876
2681,383.43956729166666
2682,386.6695986805556
2683,389.42461784722207
2684,370.31074256944447
2685,377.21199444444443
2686,394.00240687499996
2687,391.7247950000001
2688,397.6196209027776
2689,402.5441840972223
2690,406.3551061111111
2691,921.7351210416709
2692,1240.0
2693,1240.0
2694,1240.0
2695,367.29233041666663
2696,365.6150404861111
2697,368.3005438194444
2698,376.1801594444445
2699,374.66399541666664
2700,366.2682790277778
2701,377.41736569444447
2702,379.0576659722225
2703,383.6546204166667
2704,1240.0
2705,374.0648187499999
2706,372.5664789583334
2707,371.6201460416667
2708,362.73711833333334
2709,370.96555319444445
2710,384.01878715277786
2711,391.3579765277778
2712,385.849673611111
2713,385.9768918055557
2714,808.4620854861132
2715,1240.0
2716,1240.0
2717,1240.0
2718,364.63623583333344
2719,352.2416858333333
2720,359.7551941666666
2721,355.18220305555553
2722,363.5682040277777
2723,375.9478702777777
2724,377.7004578472223
2725,379.6350303472223
2726,1240.0
2727,386.6205505555555
2728,388.00026027777784
2729,370.86789055555545
2730,382.9760909722221
2731,387.9887083333333
2732,390.8175177083333
2733,405.5239372916667
2734,402.1244786805555
2735,385.77476875
2736,1240.0
2737,1240.0
2738,1240.0
2739,1240.0
2740,1240.0
2741,424.88664944444434
2742,405.5200265277777
2743,396.1439844444444
2744,393.79346999999984
2745,390.4749396527777
2746,386.64129388888887
2747,397.83493361111107
2748,407.79390895833325
2749,404.9272154861111
2750,551.7162681944451
2751,421.3994142361111
2752,412.0857552777777
2753,421.9729013888889
2754,423.9320725694444
2755,427.10809847222225
2756,426.42484986111094
2757,427.7598227777776
2758,421.183406875
2759,440.6283515277777
2760,433.228201875
2761,1240.0
2762,1240.0
2763,1240.0
2764,1240.0
2765,420.86624416666666
2766,404.83683722222224
2767,403.5069276388889
2768,408.31403229166676
2769,422.7726941666667
2770,435.7066899305555
2771,420.24461062499995
2772,421.91254194444434
2773,420.3951281249999
2774,414.77888715277777
2775,674.9625290277772
2776,1240.0
2777,410.90253847222226
2778,429.735591736111
2779,427.3501429166665
2780,429.8746982638889
2781,426.28916118055537
2782,431.50478923611104
2783,431.6533977777776
2784,434.00853902777766
2785,1240.0
2786,769.5962511805604
2787,1240.0
2788,1240.0
2789,1240.0
2790,422.38392048611104
2791,420.6328354861111
2792,419.4248508333333
2793,418.95976937500006
2794,421.9026461805555
2795,424.65981347222225
2796,429.21078861111096
2797,423.3302208333334
2798,426.07864493055547
2799,414.1972469444444
2800,1240.0
2801,404.53917291666664
2802,401.8963501388889
2803,414.3280521527777
2804,430.04991409722214
2805,427.620081875
2806,426.62830291666666
2807,427.52551868055565
2808,422.63784645833334
2809,684.3182038888912
2810,1240.0
2811,1240.0
2812,1240.0
2813,418.3671318750001
2814,1240.0
2815,1240.0
2816,404.2460440277778
2817,402.2944440277776
2818,404.4717809027778
2819,410.0512033333333
2820,412.5693449305554
2821,424.0365854861111
2822,429.0008970138888
2823,437.7442752083332
2824,439.06855368055545
2825,430.2361364583334
2826,424.4805186805556
2827,426.54788409722227
2828,430.7222344444443
2829,430.8669181249999
2830,432.695791111111
2831,436.8180979166666
2832,1236.2876399215286
2833,1240.0
2834,1240.0
2835,1240.0
2836,1240.0
2837,406.6007521527778
2838,407.33933576388887
2839,409.6963436805555
2840,411.3464463888887
2841,404.8343706944444
2842,406.49035680555545
2843,385.3907030555553
2844,380.09405437500004
2845,381.13421595763884
2846,374.1023914055556
2847,390.55343444444435
2848,387.9915277777778
2849,388.1470833333332
2850,388.30263888888885
2851,388.4581944444445
2852,388.6137499999999
2853,388.7693055555555
2854,388.924861111111
2855,389.0804166666666
2856,385.50263888888884
2857,385.6581944444444
2858,1240.0
2859,1240.0
2860,1240.0
2861,386.28041666666667
2862,386.4359722222221
2863,386.5915277777778
2864,387.20890541666665
2865,386.22639124999995
2866,375.1570574305555
2867,374.24548875
2868,382.50850020833326
2869,381.13082923611114
2870,373.92753999999996
2871,914.2856668750063
2872,1240.0
2873,380.92833041666665
2874,379.75136597222223
2875,385.4027916666667
2876,405.79776173611117
2877,407.18263881944443
2878,419.8423230555554
2879,425.9987063888888
2880,1204.2931896527784
2881,1240.0
2882,1240.0
2883,1240.0
2884,1240.0
2885,390.46051868055565
2886,371.61775048611094
2887,367.7454195138889
2888,374.45774138888885
2889,371.2372363194443
2890,386.25254548611116
2891,380.60689916666655
2892,377.34932763888884
2893,382.86207993055547
2894,397.46886229166665
2895,391.5230622916667
2896,395.8483763888888
2897,391.6619952777777
2898,391.7713819444443
2899,393.9257301388889
2900,413.159464861111
2901,431.0891831944445
2902,435.2949018055555
2903,421.87938770833335
2904,1240.0
2905,444.6257603472222
2906,453.9434243749998
2907,1240.0
2908,1240.0
2909,424.77168319444456
2910,422.62685986111114
2911,419.41187944444437
2912,417.01574784722203
2913,413.1282725694443
2914,422.0789353472221
2915,427.75461020833325
2916,436.5354111805557
2917,428.1781889583331
2918,421.26827895833327
2919,414.10206590277784
2920,1240.0
2921,1240.0
2922,457.7436300694445
2923,458.29897847222225
2924,449.68063097222216
2925,456.92250479166665
2926,793.7582166666701
2927,456.00482569444443
2928,469.57184701388906
2929,1042.4990354861131
2930,1240.0
2931,1240.0
2932,1240.0
2933,1240.0
2934,442.0927160416667
2935,441.30359486111115
2936,442.2892133333333
2937,444.7162727777777
2938,451.1371729861111
2939,453.3686893750001
2940,464.52580027777776
2941,428.23362506944443
2942,410.92389722222225
2943,419.9777706250001
2944,1240.0
2945,422.7254305555555
2946,430.21096270833334
2947,428.9621559027778
2948,427.073644861111
2949,424.1178326388888
2950,419.4018859722222
2951,436.88083493055564
2952,432.62164798611116
2953,436.4756963194445
2954,431.9868369444444
2955,428.9566925
2956,420.41731083333326
2957,1240.0
2958,1240.0
2959,410.3699089583334
2960,404.2052286805555
2961,1240.0
2962,1240.0
2963,1240.0
2964,409.87772194444426
2965,424.13711326388886
2966,431.0246397916667
2967,431.68177013888885
2968,673.4589246527795
2969,440.27251625
2970,442.3814213194445
2971,444.68388173611106
2972,442.3993184722222
2973,431.00789861111105
2974,440.14661493055553
2975,431.48352819444443
2976,433.0993323611112
2977,432.8132122222222
2978,442.7782454861111
2979,442.72774923611115
2980,438.99284527777775
2981,437.7005524305554
2982,1240.0
2983,1240.0
2984,433.5327801388888
2985,437.9383098611112
2986,436.45922055555553
2987,446.06955652777765
2988,448.0479781944444
2989,439.4684870138889
2990,436.24210875000006
2991,975.9401827083326
2992,1240.0
2993,1240.0
2994,1240.0
2995,453.6128459722224
2996,458.0750557638888
2997,437.57358604166666
2998,443.49451076388897
2999,452.8034427777778
3000,1240.0
3001,445.50092222222224
3002,1240.0
3003,1240.0
3004,1240.0
3005,454.85658118055574
3006,455.493916111111
3007,456.7267692361109
3008,448.93849097222216
3009,446.94214541666673
3010,442.6643199999999
3011,442.88421916666664
3012,441.851261736111
3013,441.003670625
3014,433.8478029861109
3015,1080.0331498611167
3016,1240.0
3017,445.5138693055556
3018,447.1381259722223
3019,451.85896437499986
3020,446.44502826388907
3021,450.6136726388889
3022,455.8954327083333
3023,461.1506384722222
3024,453.96633284722196
3025,464.7396877083334
3026,467.5125364583333
3027,466.1459060416667
3028,458.57829451388875
3029,450.9105061805557
3030,445.9074219444445
3031,432.58102124999994
3032,423.6584221527777
3033,424.43461326388893
3034,437.16932875
3035,448.49612402777757
3036,1240.0
3037,1240.0
3038,1170.1912013194474
3039,1240.0
3040,1240.0
3041,447.49732805555556
3042,452.9903029166666
3043,449.13437138888867
3044,461.95535847222214
3045,467.96950861111105
3046,471.0366271527778
3047,1240.0
3048,473.62343583333325
3049,467.73538048611107
3050,1240.0
3051,1240.0
3052,1240.0
3053,1240.0
3054,446.6143203472222
3055,439.5413278472224
3056,448.16955506944447
3057,450.6532916666667
3058,445.52169277777773
3059,463.67243270833313
3060,469.79423458333326
3061,472.3834932638887
3062,462.13959361111114
3063,1240.0
3064,1175.843479513893
3065,450.1249554861111
3066,456.32786256944445
3067,437.78043409722204
3068,423.70614222222224
3069,429.6210129166667
3070,417.5540663194444
3071,387.23651506944447
3072,373.0860320833332
3073,647.9610313194464
3074,1240.0
3075,1240.0
3076,1240.0
3077,1240.0
3078,352.2350752083332
3079,346.15844472222216
3080,342.19378666666665
3081,342.85875215277775
3082,352.1017320138889
3083,375.5822262499999
3084,404.04491166666656
3085,400.64277118055554
3086,389.11020506944436
3087,390.94085965277765
3088,375.17256680555556
3089,370.6804927777776
3090,372.8483922916666
3091,365.6643486805555
3092,373.475344861111
3093,374.7490050694445
3094,364.5448518055556
3095,366.05948847222226
3096,359.28880409722217
3097,967.7535695833341
3098,1240.0
3099,1240.0
3100,1240.0
3101,378.89565777777784
3102,378.2569777777777
3103,377.13811090277784
3104,375.387206736111
3105,375.37414298611105
3106,369.1173140277778
3107,372.87368416666664
3108,391.5662697916666
3109,398.35007138888886
3110,400.1821570833334
3111,412.107128611111
3112,1240.0
3113,408.63401006944434
3114,407.5126499305555
3115,410.85746187500007
3116,404.0234892361112
3117,395.47180944444455
3118,385.52877173611114
3119,373.8054794444443
3120,361.4620940972223
3121,360.5227145138888
3122,361.36521361111113
3123,1198.2947597222244
3124,1240.0
3125,1240.0
3126,1240.0
3127,341.9681820138891
3128,339.92994972222215
3129,339.63758791666663
3130,337.8581606944444
3131,334.9609851388889
3132,334.5741554166667
3133,326.2821678472222
3134,329.18744833333324
3135,330.04366402777777
3136,334.782144861111
3137,338.6682818750001
3138,341.68049756944436
3139,344.8431573611111
3140,343.79950451388885
3141,345.7374710416666
3142,350.50535868055556
3143,353.4314947916666
3144,351.51198249999993
3145,351.81779305555574
3146,343.04901263888877
3147,340.73718097222223
3148,331.5926721527777
3149,327.0598649305555
3150,326.6265138888889
3151,326.2883419444443
3152,329.64795305555555
3153,335.3088316666666
3154,1240.0
3155,1240.0
3156,336.5028975
3157,341.43067437499997
3158,399.5969949999999
3159,1240.0
3160,783.9687559027813
3161,1240.0
3162,369.8560847916666
3163,364.2517904861111
3164,367.93971520833327
3165,363.81803451388885
3166,367.3093627777777
3167,373.4133433333333
3168,364.8383311805555
3169,347.603651111111
3170,359.48709173611104
3171,1240.0
3172,1240.0
3173,1240.0
3174,355.730200486111
3175,353.1130370833334
3176,343.74216041666665
3177,331.7531063194443
3178,348.14977895833346
3179,366.6969284027778
3180,366.24557277777774
3181,373.6161377083332
3182,379.6406206250001
3183,378.53744541666674
3184,735.4857188194466
3185,1240.0
3186,414.3369523611112
3187,419.5135554166666
3188,408.6695097916666
3189,407.74849305555546
3190,402.73453597222203
3191,395.63836472222226
3192,385.94328159722215
3193,379.5910922222222
3194,390.5706685416666
3195,393.9762691666667
3196,385.8133295138889
3197,384.11348013888875
3198,381.38919826388883
3199,379.18467076388896
3200,373.54240923611104
3201,368.9335888194445
3202,366.49877250000003
3203,373.7269248611111
3204,1240.0
3205,1240.0
3206,387.8079731944444
3207,1240.0
3208,1240.0
3209,371.47063576388877
3210,383.2027519444445
3211,891.3042289583318
3212,381.96174138888887
3213,373.96759409722216
3214,373.84295763888883
3215,370.8937341666666
3216,359.0756273611112
3217,354.57642791666666
3218,353.7726903472221
3219,351.4915138194444
3220,355.0762478472223
3221,354.8557954861111
3222,353.60681319444456
3223,353.2976975694443
3224,350.9643000694445
3225,351.47633451388884
3226,354.92381993055545
3227,358.7543409722223
3228,364.77152541666663
3229,367.459343611111
3230,366.8147792361111
3231,364.7266384027776
3232,1240.0
3233,1240.0
3234,663.9870187500007
3235,376.64272819444454
3236,372.47577159722226
3237,1240.0
3238,1240.0
3239,382.7734871527777
3240,379.1168402777778
3241,373.65924312499993
3242,364.6147181250001
3243,359.95991499999997
3244,358.26960749999995
3245,357.6670100694444
3246,356.64099965277774
3247,354.4113440972223
3248,351.57958597222233
3249,349.414445625
3250,358.45281159722214
3251,357.4542601388889
3252,541.9717479861145
3253,1240.0
3254,1240.0
3255,1240.0
3256,1240.0
3257,362.2828620833334
3258,373.205227986111
3259,371.6446786111111
3260,367.07685826388894
3261,371.3504831944445
3262,376.1588410416666
3263,377.20167868055546
3264,386.1594911805556
3265,776.5100824305576
3266,1240.0
3267,1240.0
3268,1240.0
3269,1240.0
3270,365.97262187499996
3271,366.72332229166665
3272,368.96358284722226
3273,370.39338534722214
3274,369.3932214583333
3275,380.04216444444444
3276,387.5533676388888
3277,386.1731970833333
3278,392.5639666666668
3279,400.5446457638889
3280,400.88201076388884
3281,404.0033127083332
3282,398.7203937499999
3283,399.6987064583333
3284,369.25674138888905
3285,365.2058146527778
3286,361.7013725694443
3287,378.4014125694444
3288,383.9092011805555
3289,384.9367088194444
3290,386.02820763888883
3291,1240.0
3292,1240.0
3293,965.1633688194457
3294,1240.0
3295,1240.0
3296,390.20649159722234
3297,389.0961880555555
3298,389.888419861111
3299,392.68371624999986
3300,394.6993876388889
3301,393.36039798611097
3302,389.5221113194444
3303,379.59958312499987
3304,382.04606659722225
3305,400.9227774999998
3306,406.0027674305555
3307,405.9872191666666
3308,402.9469154861111
3309,371.6575979861112
3310,372.8679796527777
3311,384.0851563888889
3312,379.98736513888895
3313,376.4123436111111
3314,377.5979511111111
3315,384.03774111111113
3316,368.69972222222236
3317,359.1253701388889
3318,1240.0
3319,359.7541120833333
3320,359.9474515972222
3321,359.56419041666675
3322,553.767237152775
3323,341.25217340277777
3324,316.2012768055555
3325,326.5894590972222
3326,344.4100984722222
3327,1240.0
3328,1240.0
3329,1240.0
3330,372.50544965277777
3331,365.36009076388893
3332,352.66733881944447
3333,353.7773725694444
3334,358.61103784722206
3335,366.606686736111
3336,361.91393534722215
3337,1240.0
3338,1240.0
3339,1240.0
3340,1240.0
3341,494.00249576388944
3342,360.84748777777776
3343,359.01672770833335
3344,357.83779840277776
3345,355.7797774999999
3346,360.9490689583332
3347,369.9890366666667
3348,371.83591909722213
3349,351.5695370833333
3350,365.6950679861111
3351,359.8241261805556
3352,362.06028638888887
3353,349.8559186111111
3354,355.76240874999985
3355,352.6698826388888
3356,343.9579640972222
3357,334.1215232638889
3358,340.2584796527777
3359,352.55240951388873
3360,353.5945505555555
3361,358.56545763888874
3362,363.2264018055554
3363,1240.0
3364,1240.0
3365,1240.0
3366,351.0194707638888
3367,344.5770878472222
3368,339.3579777777777
3369,338.7757921527778
3370,344.7778206249999
3371,340.7746625694443
3372,360.70870062499995
3373,353.5244854166667
3374,360.7053974999999
3375,1240.0
3376,640.2520957638914
3377,382.74187000000006
3378,383.35692597222226
3379,390.19472916666655
3380,398.45542430555554
3381,396.83178694444445
3382,390.47870118055556
3383,389.80597249999994
3384,377.8805649305555
3385,393.78012333333334
3386,379.2491757638889
3387,1240.0
3388,1240.0
3389,1240.0
3390,1240.0
3391,394.3403022222222
3392,395.90698631944457
3393,411.5896278472222
3394,414.03237312499994
3395,411.03181826388885
3396,401.8792793749999
3397,393.36164777777765
3398,399.955789236111
3399,399.49997840277774
3400,397.43876229166665
3401,394.0056156944445
3402,401.5323131944446
3403,403.99412618055544
3404,407.2065175694444
3405,404.91642381944456
3406,386.1574300694445
3407,1049.422925833332
3408,371.55443791666664
3409,1240.0
3410,1073.8910402083375
3411,1240.0
3412,1240.0
3413,1240.0
3414,394.9116111111112
3415,394.7244102083332
3416,395.53054381944435
3417,394.46657784722225
3418,425.3305160416667
3419,452.59060388888884
3420,454.4832940277778
3421,440.7478376388888
3422,408.7968947222221
3423,398.08938118055556
3424,393.93009006944453
3425,405.3989381944443
3426,411.4984674305556
3427,396.1470765972223
3428,389.2145313194446
3429,371.87593965277773
3430,367.48332541666673
3431,353.0013972916667
3432,344.4777102083334
3433,1240.0
3434,436.19940937500337
3435,1240.0
3436,1240.0
3437,1240.0
3438,345.41861569444455
3439,345.23818583333343
3440,344.7788142361109
3441,345.96050125000005
3442,354.3555861805557
3443,363.77841062499994
3444,377.3888241666666
3445,362.9035088194443
3446,345.0758271527778
3447,355.7989195833333
3448,344.2574211805556
3449,368.84265152777766
3450,389.75969131944436
3451,374.37015826388875
3452,359.4864758333334
3453,349.94484048611105
3454,347.2364257638889
3455,348.9063141666666
3456,343.0207768749998
3457,351.95111777777777
3458,356.407270138889
3459,1240.0
3460,1229.2586212499994
3461,1240.0
3462,351.88946722222215
3463,346.6056479861111
3464,341.41273347222216
3465,341.49396312499994
3466,342.25945784722217
3467,337.75776708333336
3468,338.4558819444445
3469,344.42778854166664
3470,355.1339526388888
3471,346.5646182638888
3472,333.9303367361112
3473,1240.0
3474,337.9490274999999
3475,334.97325312500004
3476,340.6380483333334
3477,347.77457993055555
3478,350.8151441666667
3479,348.45839534722217
3480,332.9651451388889
3481,313.316014375
3482,313.592951875
3483,319.9880026388888
3484,343.0487438194445
3485,338.73998277777775
3486,347.9977584027778
3487,325.0796932638889
3488,316.4839839583333
3489,937.8474337500027
3490,323.06186062499995
3491,322.1969858333333
3492,312.1938920138888
3493,314.11278013888887
3494,320.4869786805555
3495,1240.0
3496,1240.0
3497,1240.0
3498,327.4727516666666
3499,332.13850979166676
3500,347.11513812499993
3501,346.5343870138889
3502,354.1676736111111
3503,362.9919679166667
3504,407.91625104166553
3505,353.18080194444445
3506,1240.0
3507,1240.0
3508,1240.0
3509,1240.0
3510,338.07170979166665
3511,337.012195625
3512,338.83038
3513,336.3321091666666
3514,329.4961740972222
3515,330.13101916666665
3516,338.0395146527777
3517,327.5605161111111
3518,345.0027466666667
3519,374.79473791666675
3520,378.8177691666667
3521,360.4061654861111
3522,347.12575284722226
3523,373.71726194444454
3524,370.6821309722222
3525,361.6115883333333
3526,349.2362859027777
3527,362.4223127777777
3528,1240.0
3529,1240.0
3530,1240.0
3531,1240.0
3532,612.8018344444472
3533,358.312241388889
3534,359.4737917361111
3535,357.60756062499985
3536,350.28983597222214
3537,346.097390625
3538,342.8456927777777
3539,338.8578622916666
3540,342.9719679166667
3541,359.6185342361112
3542,363.0071982638888
3543,359.1502026388889
3544,377.3602947916666
3545,370.18017604166675
3546,385.7982936111111
3547,384.38407923611106
3548,372.7115806944444
3549,375.7132852083333
3550,375.7761563888889
3551,382.25248638888877
3552,385.1932408333332
3553,1240.0
3554,1240.0
3555,1240.0
3556,1240.0
3557,830.9861710416695
3558,367.06969736111114
3559,350.6704293749999
3560,342.1021736805556
3561,340.29671909722225
3562,356.7598776388888
3563,369.6719400694443
3564,365.0105418750002
3565,358.70005840277776
3566,357.8533651388889
3567,375.03002055555544
3568,377.42160847222215
3569,369.41338631944444
3570,371.5345739583333
3571,371.5373759027778
3572,356.6991472916667
3573,368.2487423611111
3574,375.01096888888895
3575,380.6404763194444
3576,1240.0
