Layer,Unit,Period,Time,Units_demand,Units_supply,Units_curtailment,BAT_E_stored
Electricity,ElectricalHeater_SH_Building4,2,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,2,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,3,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,4,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,5,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,6,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,7,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,8,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,9,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,2,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,3,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,4,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,5,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,6,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,7,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,8,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,9,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,10,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,11,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,12,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,13,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,14,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,15,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,16,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,17,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,18,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,19,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,20,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,21,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,22,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,23,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,10,24,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,11,1,0.0,0.0,0.0,
Electricity,ElectricalHeater_SH_Building4,12,1,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,1,3.8586894495,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,2,3.84988328638,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,3,3.84960684639,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,4,3.84731563403,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,5,3.84501660799,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,6,3.84386415464,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,7,3.86199176067,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,8,3.78047777483,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,9,3.94146955127,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,10,4.03273905738,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,11,4.13375007922,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,12,4.19754845644,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,13,4.14464390437,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,14,4.09287984992,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,15,4.06162803238,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,16,1.62341350664,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,17,0.01677909212,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,18,2.6831190348,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,19,3.55719592418,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,20,3.17489198629,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,21,3.24694273231,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,22,3.27428818637,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,23,3.26849136227,0.0,0.0,
Electricity,HeatPump_Air_Building4,1,24,4.04216319989,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,1,1.79259419394,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,2,3.96637356124,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,3,3.93319785758,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,4,3.94018104258,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,5,3.94806355459,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,6,3.95584279968,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,7,3.83740788862,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,8,3.87137409455,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,9,4.00007307798,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,10,4.2100079476,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,11,4.22811204432,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,12,4.11045877834,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,13,4.10762412544,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,14,4.11619449238,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,15,4.11224748411,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,16,4.19838436372,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,17,2.99694430249,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,18,3.47882763597,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,19,3.99432248812,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,20,3.86610130346,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,21,3.83924250594,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,22,3.87320088208,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,23,3.8916973806,0.0,0.0,
Electricity,HeatPump_Air_Building4,2,24,3.90967376562,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,1,3.90357908924,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,2,3.93392042542,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,3,4.58908729585,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,4,4.58732606322,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,5,4.5855648306,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,6,4.58380359798,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,7,3.94217956192,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,8,3.87356447583,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,9,3.90109770693,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,10,3.86325662112,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,11,3.8038615866,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,12,3.75962011437,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,13,3.76512396632,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,14,3.77062781827,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,15,3.77649859369,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,16,3.7894610267,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,17,3.87646292509,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,18,3.86800416306,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,19,3.90282106639,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,20,4.58233590412,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,21,4.5714749696,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,22,4.56354942279,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,23,4.55562387598,0.0,0.0,
Electricity,HeatPump_Air_Building4,3,24,4.54769832917,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,1,0.00621114116,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,2,0.00620420834,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,3,0.0061980339,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,4,0.12945835618,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,5,0.85372263496,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,6,0.83163433408,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,7,1.34908736031,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,8,1.34813817858,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,9,1.31797539756,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,10,1.30407743118,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,11,1.41262888608,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,12,1.42410967377,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,13,2.17229123279,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,14,1.11007804565,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,15,1.11354588535,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,16,1.12875322784,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,17,2.46664711456,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,18,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,19,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,20,0.46675810619,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,21,0.00634761527,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,22,0.00635056911,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,23,0.00635425772,0.0,0.0,
Electricity,HeatPump_Air_Building4,4,24,0.00635720565,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,1,0.00612542092,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,2,0.00614587753,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,3,0.00616621233,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,4,0.00617322312,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,5,0.00618021949,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,6,0.00618797638,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,7,0.57855413573,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,8,0.36361393728,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,9,0.21084932708,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,10,0.12131923442,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,11,0.54136936873,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,12,1.04895896727,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,13,1.75733318836,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,14,1.03187135008,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,15,2.23662558299,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,16,1.05839059798,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,17,0.01402722846,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,18,0.01431668317,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,19,0.4523940276,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,20,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,21,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,22,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,23,0.00628647572,0.0,0.0,
Electricity,HeatPump_Air_Building4,5,24,0.0063231452,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,1,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,2,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,3,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,4,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,5,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,6,0.59119184004,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,7,2.34432830383,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,8,1.383877034,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,9,1.32712288701,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,10,1.36807767736,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,11,1.21562713427,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,12,1.07226549823,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,13,1.78628853383,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,14,1.04270300868,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,15,2.24344425086,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,16,1.05122051673,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,17,1.06599266439,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,18,1.08021685877,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,19,1.66436506992,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,20,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,21,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,22,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,23,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,6,24,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,1,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,2,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,3,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,4,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,5,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,6,0.0,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,7,0.59204234194,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,8,0.00603199111,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,9,0.01779551577,0.0,0.0,
Electricity,HeatPump_Air_Building4,7,10,0.00561091567,0.0,0.0,
